Time		Subtitle		Translation
00:00:06		 [ 音楽 ] 　 ああ 　 ああ 　 ああ  		
00:00:09		 me 　 wh  		
00:00:13		 ん  		
00:00:15		 ん 　 [ 音楽 ]  		
00:00:17		 ん 　 ん  		
00:00:20		 ん  		
00:00:30		 偶然 　 昨日 　 は  		
00:00:33		 相当 良かっ た ね あれ が 天 　 高価 　 だっ 　 て 　 言わ 　 れ 　 ちゃっ 　 たら 　 それ 　 まで 　 の 　 か 　 も 　 しれ 　 ない 　 けど 　 そう 　 いう 　 時 　 に 　 ちょっと  		
00:00:42		 で たまたま ポレット だけ で も 良かっ た し て い ます  		
00:00:48		 エマ 昨日 は 昨日 で 　 1  		
00:00:52		 高松 買う 　 その 　 し 　 ない 　 カフェ 　 ん 　 で  		
00:00:55		 あまり 月 が でき た の で 今回 は ん です 　 持っ 　 て 　 い 　 た  		
00:01:01		 西側 香川 県 に 違う ねぇ 　 中町 　 西側 　 の 　 エリア 　 を 　 ちょっと 　 攻め 　 て 　 みよう 　 か　な 　 と 　 思い 　 ます  		
00:01:14		 [ 音楽 ] 　 ん  		
00:01:21		 さあつき まし た ねー 　 会い 　 たい 　 と 　 アーカン 　 は 　 良い 　 カラー 　 や 　 鳥 　 そう 　 です 　 ティ 　 ファー 　 や 　 ロフト 　 由布 　 の 　 里 　 です  		
00:01:34		 それ ちゃっ た ん 　 いや 　 ね 　 そう 　 昨日 　 ね 　 あの 　 結構 　 いい 　 釣り 　 が 　 でき 　 た　ん 　 です 　 よ  		
00:01:41		 誰 か マン 2 の 豊満 な は いや いけ なかっ た けど あの 街並 が 流れ て いる の かわあ 　 大古 　 ぽろ　ぐ 　 でっ　て 　 手間 　 かかる 　 時間 　 は 　 後席 　 し　た 　 打っ 　 たり 　 と　か　し　て 　 魚 　 も 　 出 　 た　ん 　 です 　 けど 　 今回  		
00:01:54		 ちょっと 浜 さん の 住ん で いる 　 の 　 エリア 　 を 　 ちょっと 　 やっ 　 て 　 み 　 たい 　な 　 と 　 思っ 　 て 　 家 　 の 　 骨 　 坂出 　 グラン 　 西 　 の 　 ほう 　 ね  		
00:02:00		 雨 が おととい 　 音 　 の 　 朝 　 まで 　 か  		
00:02:06		 で 　 状況 　 が 　 どう 　 な　の　か 　 わから 　 ない 　 の 　 と  		
00:02:10		 まぁ ちょっと その 情報 収集 的 な 感じ で 　 なん 　 か 　 いい 　 いい  		
00:02:15		 ん 情報 ない です か ねぇ 　 雨 　 の 　 直後 　 は 　 ね  		
00:02:19		 いくら 釣れ ない 香川 県 と 言え ど も 結構 　 釣れる 　 ん 　 だ 　 けど  		
00:02:25		 一 晩 たっ て まう と これ で 豹変 する ん だ な 　 奈良 　 市 　 西目 　 が ー  		
00:02:32		 まあ 　 負担 　 ケット 　 1 0 　 匹 　 と　し　て 　 基準 　 と 　 する 　 と 　 確実 　 に 　 半分 　 以下 　 に 　 を 　 中  		
00:02:38		 一 つ ヒント と し たら 上げ て くる 穴頭 から 河口 から ずっと 追いかける の も よし や けど ある 　 程度  		
00:02:46		 上がっ た タイミング で 見え て ない けど 魚 もう 一気 に 撮っ 月 まで 上がる 時 は ドン 月 の 低い 　 時 　 唐揚げ 　 を 　 待っ 　 て 　 打っ 　 て 　 いく 　 と 　 意外 　 と 　 答え 　 が 　 返っ 　 て 　 くる 　 や 　 も 　 しれ 　ん 　 なるほど 　 ね 　 情報 　 って  		
00:02:59		 いう か 　 情報 　 基本 　 的 　 に 　 ない 　 地域 　 な　ん 　 で  		
00:03:02		 もう 本当 に 雨 が 降っ たら 一 個 一 個 潰し て いく か なぁ と いう 場所 ゲーム 　 まあ 　 こう 　 いう 　 川 　 の 　 短い 　 そう 　 エリア 　 の 　 まあ 　 基本 　 的 　 な 　 要素 　 双方 　 攻め 　 かた 　 ねー  		
00:03:13		 まぁ ちょっと 後押し し て もらっ た の で 頑張り たい と 思い ます 頑張っ て 頑張っ て の 前 　 あれ 　 ござい 　 ます 　 せっかく 　 来 　 て 　 もらっ 　 た 　 から 　 ね 　 いい 　 魚 　 つ 　 加え 　 ば 　 いい 　 編成 　 も 　 無茶  		
00:03:23		 くっ  		
00:03:26		 頑張っ て い ない 　 です  		
00:03:37		 黒田 いっ 　 yoshiki  		
00:03:43		 [ 音楽 ] 　 さ 　 よ 　 ねー  		
00:03:51		 やっ て みる と し たら やっぱ そこ しか ない ねぇ 　 [ 音楽 ]  		
00:04:05		 つかめ です ね  		
00:04:08		 高松 から 坂出 方面 の 西側 の エリア 　 の 　 小 　 規模 　 な 　 河川 　 です 　 ね  		
00:04:16		 て 今上げ な ん だ けど やっぱ 雨 の せい で 上 から の 水 が だいぶ 　 まだ 　 落ち 　 て 　 いる 　 状態 　 な　ん 　 で 　 いくら 　 か 　 こう 　 水 　 は 　 クリア 　 に 　 なり 　 つつ 　 ある 　 ん 　 だ 　 けど  		
00:04:26		 流れ が 出 て いる ところ ちょっと 打っ て いこう か な  		
00:04:31		 また って 見 て もらっ た 感じ だ と 　 ママ 　 だ 　 ね 　 水位 　 が 　 低い 　ん 　 で  		
00:04:39		 やっぱり 一番 魚 が 溜まり やす そう な 　 この 　 周り 　 を 　 中心 　 に 　 まず 　 は 　 売っ 　 て 　 効果 　 だ 　 と  		
00:04:49		 デント コーン な ん です  		
00:04:53		 5 ら は いっぱい いる ん だ  		
00:05:32		 おっな ね っ 　 くっ 　 たー ー ー  		
00:05:39		 おら じゃ ない よ ねー  		
00:05:42		 を 外れ た 　 何 　 だろう  		
00:05:50		 ポーラー  		
00:05:53		 ボラ は めちゃくちゃ いる ん だ よ ねー  		
00:05:58		 わかん ない  		
00:06:01		 どっち でしょ  		
00:06:23		 考え  		
00:06:26		 シー バス っぽい なぁ  		
00:06:34		 流れ の ど 真ん中 で 食っ た 　 c  		
00:06:39		 ああ あ あ あ あ ああ 　 通信  		
00:06:46		 1 　 ああ 　 ああ 　 ああ  		
00:06:50		 予習 　 voodoo  		
00:06:53		 持っ た 　 水 　 ます  		
00:07:04		 ああ あ あ あ あ あ あ あ あ ああ 　 はぁ　ん  		
00:07:08		 ん 　 とっ　た  		
00:07:11		 かかっ てる 1 本 だ よ ああ  		
00:07:15		 [ 音楽 ] 　 ん  		
00:07:18		 ん 　 ませ 　 ん  		
00:07:23		 [ 音楽 ]  		
00:07:42		 4 つ です ね 水 かー 　 [ 音楽 ]  		
00:07:50		 today 　 よし  		
00:07:54		 やっん  		
00:07:58		 つかめ出まし た ね 　 結構 　 いい 　 魚 　 と 　 思い 　 ます 　 けど  		
00:08:04		 いい じゃん  		
00:08:11		 me  		
00:08:14		 4 おっしゃー 　 [ 音楽 ]  		
00:08:21		 かめあ と 二 日 目 なんか ギリギリ 間 に 合っ た よう な 感じ だ けど 　 2 　 日 　 目 　 の 　 デー 　 ゲーム 　 を 　 出 　 まし　た 　 ねー  		
00:08:30		 やっぱり 見 ず 動い て いる ところ は 　 間違い 　 なく 　 定説 　 な　ん 　 で  		
00:08:36		 攻めどころ と し て は 絶対 あっ て 置い た 場合 ポイント な ん だ けど 　 今 　 これ 　 食う 　 前 　 に 　 1 　 回 　 目 　 なん か 　 反応 　 が 　 あっ　た 　 ぞ  		
00:08:44		 途中 で バレ ちゃっ た ん だ けど もし か し たら それ も シーバス か も しれ ない 　 米 　 する 　 箕面 　 結構 　 水車 　 サイン 　 で 　 ボトム 　 を 　 小突く 　 よう 　 に  		
00:08:53		 車 1 3 で まぁ 黒鯛 か なー と 思っ た ん だ けど まぁ 流れ の ど 真ん中 で 食っ た ん で シーバス 　 でし 　 た 　 ねー  		
00:09:00		 よっしゃ  		
00:09:11		 やはり 伊佐 から 出 まし た ねー  		
00:09:16		 ちょっと ね ちょい上がっ て き ちゃっ た から ダメ か と 思っ た けど 逆 に 海 から 入っ て き た の 　 か 　 も 　 しれ 　 ん  		
00:09:24		 米 ソール 長 　 c 　 の 最近  		
00:09:59		 えっ  		
00:10:04		 まだ 濁り 多少 聞い て て 良かっ た な これ  		
00:10:13		 もっと 進ん じゃっ てる か と 思っ た もん  		
00:10:18		 ただ こっから ちょっと 海側 に 離れる だけ で カラット 　 水色 　 が 　 変わっ 　 て 　 いく  		
00:10:30		 めちゃめちゃ ボラ が いっぱい いる 姉 ボラ か 黒鯛 か 分ん ない けど 　 手前 　 に 　 の 　 一　歩　ら 　 は  		
00:10:38		 で も この 流れ の 真ん中 の ボタン を 引っ張っ て て も 　 結構 　 魚体 　 に 　 ぶつかる 　 ん 　 で ー  		
00:10:45		 なん か いっぱい に なる なぁ  		
00:11:06		 ちょい金 上がり きら ない うち に 次 行き ましょう  		
00:11:13		 ちょっと やっぱり 水 　 キレイ 　 に  		
00:11:16		 なり つつ あっ た から 　 昨日 　 と 　 は 　 もう 　 全然 　 違う 　 か 　 なっ 　 て 　 いう 　 イメージ 　 です 　 ね  		
00:11:23		 昨 日本 当 に 透明 度 が あっ て も これ ぐらい から 1 0 センチ ない ぐらい ある ん 　 今日 　 は 　 今 　 の 　 所 　 は 　 それ 　 なり 　 に 　 透明 　 度 　 が 　 あっ 　 た　ん  		
00:11:33		 濁っ て いる ところ で まぁ 2 0 センチ ぐらい 　 ちょっと 　 下流 　 に 　 ずれる 　 と 　 もう 　 5 0 　 センチ 　 ぐらい 　 五条 　 高 　 6 0 cm 　 普通 　 に 　 見え 　 て 　 た　ん 　 で  		
00:11:46		 まあ やっぱり 上 から の 水濁っ た 水 が しっかり 入っ て いる ところ を 選べ ば ああやっ て ピン 　 で 　 拾っ 　 て 　 いけ 　 ん 　 じゃ 　 ない 　 か 　 なっ 　 て 　 いう 　 感じ 　 です 　 ね  		
00:12:00		 [ 拍手 ] 　 外 　 猫 　 湖 　 道路 　 脇 　 なん 　 で ー  		
00:12:04		 十分 　 後ろ 　 気 　 を 　 つけ 　 ながら 　 やり 　 たい 　 と 　 思い 　 ます  		
00:12:15		 [ 拍手 ]  		
00:12:27		 [ 拍手 ]  		
00:12:33		 [ 音楽 ]  		
00:12:50		 と 思う ん  		
00:12:55		 を 待っ て モーター  		
00:12:58		 rar 　 だめ 　 だ 　 スイヘイ 　 コウ  		
00:13:07		 みる と そんな に 持っ て ない ん だ よ ね 遠く から 見る と に よっ て いる に 見える ん だ けど 　 [ 音楽 ]  		
00:13:15		 この 中 に 水 が 入っ て いっ て いう ね  		
00:13:33		 [ 音楽 ]  		
00:13:44		 [ 音楽 ]  		
00:13:58		 goo  		
00:14:05		 カフ  		
00:14:09		 th　ん  		
00:14:15		 くっ た マージ が いい  		
00:14:20		 た 　 ファン 　 発  		
00:14:27		 須藤  		
00:14:30		 粉 っぽ さ と 臭み の 発停 　 me  		
00:14:42		 いい し  		
00:14:46		 ええ ええ ええ 　 こんな 　 ところ 　 に 　 いる 　 ん 　 だ 　 ねー  		
00:14:53		 1 投 目 　 [ 音楽 ]  		
00:14:57		 すごい 9 日 は 幅 5 メートル ぐらい の 　 すごい  		
00:15:01		 小さい 水路 な ん です けど 　 9 　 橋下 　 の 　 聖堂 　 の 　 壁際 　 に 　 つい 　 て 　 い 　 ます  		
00:15:07		 1 投 目  		
00:15:10		 海 から 近い と いう 　 どこ 　 か　な 　 海 　 から 　 近い 　 ん 　 だ 　 けど  		
00:15:16		 細い ん だ けど 海 から 近い ん で 海 の 魚 が 入っ て き て も おかしく は ない か な  		
00:15:30		 それ まだ 1 頭 しか し ない ん で 　 まだ 　 出る 　 か 　 も 　 しれ 　 ん  		
00:15:44		 [ 音楽 ] 　 もう 　 だっ 　 た 　 わずか  		
00:15:50		 ん  		
00:15:55		 ne 　 [ 音楽 ]  		
00:16:00		 ああ あ あ ああ 　 嘘 　 4  		
00:16:04		 ワーム ギター を 　 ネープ 　 た 　 食べる 　 ん 　 だ 　 よ  		
00:16:18		 4 さ 　 夜 　 夜 　 の 　 タイミング 　 で 　 直属 　 入ろう 　 か　な 　 と 　 思っ 　 て 　 て 　 それ 　 まで 　 ちょっと 　 時間 　 が 　 いい  		
00:16:26		 開い た ん で で も 今 ほぼ 満潮 に 近い 時間 帯 な の で 　 どう 　 しよう 　 か 　 なー っ 　 て 　 思っ 　 た　ん 　 だ 　 けど  		
00:16:34		 まあ タッキー た 場所 の 近く で ちょっと っ 　 毒矢 　 れる 　 で 　 も 　 ない 　か　な 　 と 　 思っ 　 て  		
00:16:40		 熱 低み たら 　 ずう 　 前 　 です  		
00:16:46		 キモ さ が ここ まで 出る と 思わ れ ます  		
00:16:53		 5 民 の 髪 へ  		
00:17:06		 素 で 見 ず 動い てん の 今  		
00:17:22		 と し た 行く バー  		
00:17:29		 いやー この ジョボ で ねー か なー  		
00:17:51		 [ 拍手 ] 　 [ 音楽 ]  		
00:18:06		 また ああ ああ 　 阿波 　 ちょっと 　 いい  		
00:18:10		 [ 音楽 ] 　 でかい 　 でかい  		
00:18:18		 [ 音楽 ] 　 これ 　 は 　 とり 　 タイプ  		
00:18:52		 [ 音楽 ]  		
00:19:02		 [ 音楽 ] 　 よっしゃー  		
00:19:07		 トッター 　 [ 拍手 ]  		
00:19:11		 今回 1 じゃ ない これ  		
00:19:14		 オオイイ 子 ん でしょう  		
00:19:20		 おっしゃ 　 し　た 　 記載 　 し　た 　 あっ 　 はぁ  		
00:19:24		 リース ね これ 太い ふと へ 見 て 見 て 見 て 見 て っ  		
00:19:36		 あっはぁ 　 よっしゃー 　 れ 　 た  		
