Time		Subtitle		Translation
00:00:18		 完全 に バチ す ね 。 ああ 、 中 バチ 出 て き た 。 　 うわあ 　 、 　 惜しい 　 。  		
00:00:26		 まジ か 。 　 ま 　 、 　 バチ 抜 　 けっ　て 　 かなり 　 こう 　 釣れる 　 ルアー  		
00:00:31		 と か 、 え 、 傾向 に 偏り が ある ん です ね 。  		
00:00:45		 アーバンサイダニューフェーズ 、 え 、 　 バチ 抜け 　 編 　 と 　 いう 　 こと 　 で 　 今回 　 は 　 年型 　 河川 線  		
00:00:50		 の 住田 川 を 舞台 に 釣り を し て み たい と 思い 　 ます 　 。 　 え 　 、 　 今回 　 ね 　 、 　 バチ 抜け 　 な 　 の 　 で 　 、 　 え 　 、  		
00:00:55		 時期 は 4 月 春 の ま 田中 です ね 。 で 、 ま 、 　 これ 　 から 　 住田 川 　 も 　 盛り上がっ 　 て 　 いく 　 よう 　 な  		
00:01:02		 時期 な の で 、 ここ で 、 え 、 バチ 抜け の 釣り 　 を 　 楽しめる 　 こと 　 が 　 でき 　 たら 　 いい 　 か　な 　 と 　 思っ  		
00:01:07		 て ます 。 ま 、 予想 と し て は 、 　 ま 　 、 　 ここ 　 ね 　 、 　 過去 　 に 　 当たる 　 ん 　 です 　 けど 　 、 　 ま  		
00:01:13		 、 小バチ も 出る だろう し 、 中型 の バチ も 、 　 え 　 、 　 出る 　 だろう 　 と 　 なん 　 と 　 なく 　 は 　 想像 　 し　て  		
00:01:18		 ます 。 で 、 そんな 中 で 、 ま 、 時間 帯 に よっ 　 て 　 、 　 あの 　 、 　 流れ 　 の 　 変化 　 と 　 か 　 流れ 　 方 　 が 　 ね 　 、  		
00:01:25		 変わる と 思う ん です けど 、 ま 、 合わせ て 　 いっ 　 て 　 、 　 状況 　 に 　 合わせ 　 て 　 いっ 　 て 　 、 　ま 　 、 　 釣る  		
00:01:29		 こと が できれ ば 楽しめる の で は ない か な と 　 思う 　 の 　 で 　 、 　 今日 　 は 　 、 　 え 　 、 　 今日 　 明日 　 です 　 ね 　 、  		
00:01:35		 2 日間 、 え 、 住長 で 楽しん で み たい と 思い 　 ます 　 。  		
00:01:50		 とりあえず スライ で 引き並み 立て て 反応 見 　 て 　 み 　 ます 　 。  		
00:02:12		 態度 グラフ 上 だ と あと 　 3 4 0 　 分 　 ぐらい 　 で 　 満潮 　 だ 　 と 　 思い 　 ます 　 。 　 なん  		
00:02:18		 で まだ ね 、 揚げ の 流れ が 残っ てる ん で 、 ま 　 、 　 これ 　 は 　 これ 　 で 　 ね 　 、 　 バチ 　 が 　 出 　 て 　 魚 　 が 　 付い 　 て  		
00:02:26		 くれ たら 面白い な と 思う ん です けど 、 今 ん 　 とこ 　 ね 　 、 　 まだ 　 バチ 　 も 　 ライズ 　 も 　 見え 　 ない 　 ん 　 で  		
00:02:29		 、 　 まだまだ 　 か 　 なっ 　 て 　 とこ 　 です 　 ね 　 。  		
00:02:38		 お 、  		
00:02:46		 なん か 怪しい 。 　 波紋 　 が 　 出 　 まし　た 　 ね 　 。  		
00:02:51		 で 、 まだ ね 、 ライト 当て て ない けど 、 目 視 　 で 　 バ 　 チっ 　 ぽい 　 引き並み 　 と 　 か 　 見え 　 ない 　 ん 　 す　よ  		
00:02:56		 ね 。 食っ た 。 　 って 　 言っ 　 たら 　 置き 　 で 　 食い 　 まし　た 　 。  		
00:03:03		 完全 に バチ っす ね 。 　 まだ 　 揚げ 　 が 　 効い 　 てる 　 タイミング 　 。  		
00:03:13		 よっしゃ 。  		
00:03:28		 ああ 、 外れ た 。 　 フック 　 細め 　 だ 　 から 　 ね 　 、 　 ちょっと 　 大事 　 に 　 やっ  		
00:03:33		 てたん す けど 、 外れ ちゃい まし た 。 　 マジ 　 か 　 。  		
00:03:39		 大事 に やり すぎ た か な 。  		
00:03:48		 ま 、 水中 は ね 、 もう バチ 出 てる ん でしょう 　 ね 　 。 　 上 　 で 　 あん 　 だけ 　 反応 　 し 　 た　ん 　 で 　 。  		
00:04:01		 え 、 初日 の 夕ま詰め 。 え 、 まだ ね 、 上げ の 　 効い 　 てる 　 時間 　 帯 　 だっ 　 た　ん 　 です 　 けど 　 、 　 で 　 、  		
00:04:07		 この 時 は スライスリム 1 2 5 F で 、 えー 、 　 ヒット 　 し 　 て 　 、 　 え 　 、 　 その 　 後 　 ばらし 　 ちゃっ 　 た　ん  		
00:04:14		 です けど 、 で 、 ここ で 重要 に なっ て くる の 　 が 　 、 　 ま 　 、 　 試合 　 の 　 スタート 　 です 　 ね 　 。 　 ま 　 、  		
00:04:19		 スライス リム 1 2 5 F は 引き並み を 立て て 　 巻い 　 て 　 くる 　 よう 　 な　、　え 　 、 　 引い 　 て 　 くる 　 よう 　 な  		
00:04:24		 ルアー な ん です けど 、 ま 、 その 引き並み を 　 立てる 　 こと 　 で 　 、 　 ま 　 、 　 より 　 魚 　 に 　 アピール 　 する  		
00:04:30		 こと は できる ん です ね 。 ま 、 見つけ て 　 もらう 　 可能 　 性 　 が 　 高く 　 なる 　 。  		
00:04:34		 ま 、 そう やっ て 強め の アピール 、 アピール 　 力 　 の 　 高い 　 引き並み 　 系 　 の 　 ルア 　 を 　 使う 　 こと 　 で  		
00:04:39		 いち早く 浮い た バチ を 演出 し て あげ て 、 え 　 、 　 魚 　 に 　 見つけ 　 て 　 もらう 　 。 　 ま 　 、 　 それ 　 で 　 バイト  		
00:04:44		 に 至っ た 1 本 な の か な と 思い ます 。  		
00:04:54		 この 後 出 て くれ りゃ いい けど なあ 。  		
00:05:04		 なん か もっと 徐々 に ね 、 増え て くる か と 　 思っ 　 た　ん 　 す 　 けど 　 、 　 ライズ 　 が 　 意外 　 と 　 増え 　 て　こ  		
00:05:08		 ない す ね 。  		
00:05:21		 お 、 手前 で 出 た  		
00:05:29		 キャロット 。 　 これ 　 で 　 ちょっと 　 近距 　 やっ 　 て 　 み 　 ます 　 。  		
00:05:49		 足元 は ほとんど も これ ぐらい の 2 0 cm 　 ぐらい 　 の 　 やつ 　 で 　 、  		
00:05:54		 ちょっと 置き と その 沖き で たまに やっぱ 　 いい 　 の 　 が 　 跳ねる 　 ん 　 す　よ 　 ね 　 。  		
00:06:02		 よし 。 スライ 　 スリム 　 です 　 ね 　 。 　 1 2 5  		
00:06:29		 うわ 、 乗ら ない 。  		
00:06:33		 うわ 、 ま 、 マジ か よ 。  		
00:06:38		 2 回 出 た の に 乗ら ない 。 　 よし 　 、 　 食っ 　 た 　 。  		
00:07:17		 よし 。  		
00:07:21		 で 、 今年 まとも な この 春 の バチ 抜け釣り 　 まし　た 　 。  		
00:07:28		 えい 。 　 あの 　 最初 　 の 　 1 　 発 　 ばらし 　 やつ 　 大きかっ 　 た　す 　 ね  		
00:07:32		 。 あれ まとも だっ た な 。 7 0 7 0 は ない と 　 思う 　 けど 　 。 　 ま 　 、 　 これ 　 も 　 ね 　 、 　 5 5 　 ぐらい 　 な　ん  		
00:07:38		 で 、 ま 、 スライ の スリム 1 2 5 です ね 。 で 　 、 　 今 　 ね 　 、 　 ワ 　 2 　 バイト 　 出 　 て 　 、 　 ワン 　 キャスト 　 で  		
00:07:45		 2 バイト 出 て 、 うわ 、 ダメ だ な と 思っ て 　 かなり 　 手前 　 まで 　 引っ張っ 　 て　き 　 たら 　 食い 　 まし  		
00:07:49		 た 。  		
00:08:20		 で 、 その 1 本 から が 結構 渋く て 、 ま 、 渋 　 いっ 　 て 　 いう 　 の 　 も 　 、 　 ま 　 、 　 手持ち 　 、 　 ま 　 、 　 自分 　 が  		
00:08:25		 今回 使える ルアー の 範囲 って いう の が 、 ま 　 、 　 そこ 　 まで 　 広く 　 ない 　 の 　 も 　 ある 　 ん 　 です 　 けど 　 、  		
00:08:30		 ま 、 バチ 抜け って 状況 と 場所 に よっ て 　 かなり 　 こう 　 釣れる 　 ルアー 　 と 　 か 　 、 　 え 　 、 　 傾向 　 に  		
00:08:39		 偏り が ある ん です ね 。 　 で 　 、 　 それ 　 が 　 こう 　 時間 　 帯 　 、 　 同じ 　 場所 　 で 　 も 　 時間  		
00:08:44		 帯 に よっ て 変る こと も ある し 、 ま 、 　 ポイント  		
00:08:48		 の 構造 と か 地形 と か 、 ま 、 そう いう もの に 　 左右 　 さ 　 れる 　 場合 　 も 　 ある 　 ん 　 です 　 けど 　 、 　 ま 　 、  		
00:08:54		 今回 は 特に その 1 本 釣っ た 後 から の 時間 帯 　 が 　 なかなか 　 こう 　 合わせる 　 こと 　 が 　 でき 　 なく 　 て  		
00:09:01		 本当 に 難しい 状況 が 続い て まし た 。  		
00:09:07		 なん で 最初 あん だけ 1 2 5 に 反応 良かっ た 　 の 　 に 　 。  		
00:09:16		 いや 、 悔しい な 。 下もう 1 回 やり て え な 。 　 ライズ 　 ない 　 もん 　 ね 　 。  		
00:09:37		 はい 。 え 、 実 2 日 目 と いう こと で 、 え 、 　 同じ 　 ポイント 　 に 　 来 　 て 　 ます 　 。 　 ま 　 、 　 昨日 　 の 　 、 　 え  		
00:09:43		 、 　 な　ん 　 だろう 　 、 　 昨日 　 の 　 お 　 さい 　 じゃ 　 ない 　 けど 　 、  		
00:09:50		 もう ちょっと こう 今日 だっ たら 合わせ に 　 行ける 　 ん 　 じゃ 　 ない 　か　な 　 と 　 いう 　 こと 　 で 　 来 　 た　ん  		
00:09:54		 です けど 、 昨日 と は ね 、 風 、 風山 き が 真逆 　 な　の 　 で 　 、 　 じゃ 　 、 　 北風 　 が 　 結構 　 、 　 え 　 、 　 今 　 強い  		
00:10:00		 状態 です 。 それ から ね 、 少し 、 え 、 風 は ね 　 、 　 落ち 　 てく 　 と 　 は 　 思う 　 ん 　 です 　 けど 　 、 　 ま 　 、  		
00:10:05		 そんな 中 で ちょっと 上げ と 勝ち合っ てる 　 状態 　 な 　 の 　 で 　 、 　 ま 　 、 　 どう 　 いう 　 風　な 　 状況 　 に 　 なる  		
00:10:09		 か 、 え 、 やっ て み ない と わかん ない ん です 　 けど 　 、 　 また 　 ね 　 、 　 上げ 　 から 　 、 　 ま 　 、 　 下げ 　 に 　 かけ  		
00:10:14		 て バチ が 出る と 思う ん で 、 え 、 そこ で 対応 　 し 　 て 　 、 　 え 　 、 　 ちょっと 　 釣り 　 を 　 楽しん 　 で 　 み 　 たい  		
00:10:19		 と 思い ます 。 　 この 　 昨日 　 と 　 同じ  		
