Time		Subtitle		Translation
00:00:02		 宮城 県 サーフ を 攻略 する 上 で フラット 　 フィッシュ 　 ポジショニング 　 です 　 ね 　 どう 　 いっ  		
00:00:07		 た 　 ブレイク  		
00:00:09		 離岸 流 に つい て いる の か と いう 説明 と 実 　 表示 　 どう 　 いっ　た 　 釣り 方 　 で 　 ヒラメモチ 　 を 　 釣っ  		
00:00:14		 た の か と いう の を 解説 し て いき たい と 思い 　 ます  		
00:00:21		 [ 音楽 ]  		
00:00:26		 まず ヒラメマゴチ フラット フィッシュ は 　 です 　 ね 　 もの 　 に 　 つく  		
00:00:31		 傾向 が あり ます な の で こう いう 　 ブレイク 　 が 　 ない 　 ところ 　 って 　 いう 　 ところ 　 に 　 は  		
00:00:37		 あまり い ませ ん な の で ヒラメ が いつく 　 ところ 　 って 　 いう 　 の は  		
00:00:44		 ブレイク が ある ところ や カレント が 効い 　 てる 　 ところ 　 に 　 なり 　 ます 　 この 　 緑 の 　 ところ 　 が  		
00:00:50		 ブレイク に なり ます で この 赤い ところ が 　 離岸 　 流 　 で 　 青い 　 矢印 　 が  		
00:00:56		 沖 から 　 砂浜 　 に 　 向かっ 　 て 　 流れる 　 カレント 　 な　ん 　 です  		
00:00:59		 けど も 　 まず 　 ヒラメ 　 を 　 釣っ て 　 いく 　 上 　 で  		
00:01:03		 キー に なっ て くる ところ って いう の は 　 離岸 　 流 　 に 　 なり 　 ます 　 この 　 赤い 　 ところ 　 です 　 ね  		
00:01:07		 なん で この 離岸 流 が いい の か って 言い ます 　 と 　 この 　 離岸 　 流 　 が 　 ある 　 ところ 　 って 　 いう 　 の は  		
00:01:13		 水深 が 少し 深く なっ て ます 　   		
00:01:17		 離岸 流 が あっ て 普通 の カレント が あっ て 　 こう 　 いう 　 動き 　 を 　 し 　 て ます 　 この 　 ここ 　 一帯 　 って  		
00:01:24		 いう の は ここ が 　 ヨレ 　 に も 　 なっ 　 て 　 いる 　 時 　 も 　 あれ 　 ば 　 もう 　 すごい  		
00:01:30		 波 と 波 が ぶつかっ て もう 　 波 が 　 入り混じっ 　 てる 　 時 　 って 　 いう 　 時 　 が 　 あり  		
00:01:34		 ます な の で そう いっ た 時 は ここ に ベイト が 　 溜まっ 　 てい 　 たり 　 フィッシュ 　 イーター 　 が  		
00:01:40		 溜まっ て いる 時 が よく あり ます 　  ここ  		
00:01:44		 離岸 流 の ところ は 水深 が ある の で ヒラメ 　 マゴチ 　 シーバス 　 が  		
00:01:50		 岸 の 方 まで 　 寄っ て 　 来 　 やすい 　 そう 　 する 　 と  		
