Time		Subtitle		Translation
00:00:03		 [ 音楽 ]  		
00:00:12		 [ 音楽 ]  		
00:00:25		 もう めちゃくちゃ 今 ナブラ 出 てる ん で ね 　 ナブラ 　 に 　 届か 　 せ 　 ます  		
00:00:32		 はい届い て しまえ ば 後 は しゃくる だけ です 　 から 　 ちょっと 　 沈め 　 て 　 ワン  		
00:00:38		 ピッチ ね 一撃 です よ こんな 感じ で もう 　 入れ食い 　 よっしゃ 　 また 　 来 　 た 　 最高 　 です 　 距離 　 が  		
00:00:46		 出れ ば 出る ほど ね 油 が 遠く て 　 も 　 かける 　 こと 　 でき 　 ます　ん 　 で 　 いや 　 これ 　 楽しい  		
00:00:54		 すね これ も 引い て ます よ さあ 招待 は 何 　 でしょう 　 もう 　 楽しい 　 し  		
00:01:01		 ちゃんと 魚 　 が 　 沖 　 で 　 遠く 　 て 　 も 　 ルアー 　 は 　 届く 　 し 　 もう 　 いい  		
00:01:08		 ことづくめ やっ た は いまた 稲田 釣れ まし 　 た  		
00:01:14		 最高 ナ が 出れ ば 一撃 です ね やり まし 　 た 　 オーバー 　 ゼア 　 は 　 ショア 　 の 　 マルチ 　 ルアー  		
00:01:24		 ゲーム ロッド と し て 今 まで 展開 し て い まし 　 た 　 が 　 この 　 度 　 サーフ 　 専用 　 ルアー 　 ロッド 　 と 　 し　て  		
00:01:32		 蘇り 　 ます 　 そして 　 今 　 私 　 が 　 手 　 に 　 し 　 てる  		
00:01:37		 オーバーゼアー 　 サーフ 　 の 　 ルアー 　 専用 　 キャスティング 　 ロッド  		
00:01:43		 の ハイ エンド モデル に なり ます ハイ エンド 　 モデル 　 な　ん 　 で 　 ね 　 とにかく 　 全て 　 の 　 性能 　 が  		
00:01:51		 上がっ てる ん です よ 今 まで の ハイ エンド 　 モデル 　 は 　 4 　 ピース 　 仕様 　 だっ 　 た　ん 　 です 　 が 　 この  		
00:01:57		 ね 新型 の ハイ エンド モデル は 2 ピース の 　 イン 　 ロー 　 ツ 　 仕様 　 に 　 なっ 　 て 　 ます 　 こう 　 する 　 こと  		
00:02:05		 で ね ブランク が 細み 化 さ れ ます ん で 非常 に 　 軽く 　 仕上げる 　 こと 　 が 　 でき 　 て 　 ます 　 まず  		
00:02:13		 キャスト な ん です が ま細み 化 さ れ て ます ん 　 で 　 ね 　 非常 　 に 　 振り抜き 　 が 　 良い 　 要 　 は 　 ね 　 疲れ 　 ない  		
00:02:21		 ん です よ シャープ に 触れ ます から で さらに 　 飛 　 距離 　 も 　 伸び 　 て 　 ます 　 これ 　 が 　 1 　 つ 　 目 　 の 　 特徴 　 次  		
00:02:30		 にね 操作 性 これ も ね 大幅 に 向上 し て ますま 　 具体 　 的 　 に 　 は 　 ブランク 　 が 　 細い 　 の 　 で 　 横風 　 で 　 ね  		
00:02:41		 こう ロッド が 煽ら れ にくく なっ て ます ん で 　 すごく 　 ストレス 　 が 　 ね 　 低減 　 さ　れ 　 てる 　 で 　 さらに  		
00:02:48		 ブランク に 針 が ある ん で ライン の 　 コントロール 　 と 　 か 　 ね 　 ルアー 　 の 　 操作 　 こちら 　 も  		
00:02:55		 快適 に なっ て ます そして 最後 の 特徴 な ん 　 です 　 が 　 この 　 ロッド 　 非常 　 に 　 軽い 　 ん 　 で 　 感度 　 も  		
00:03:05		 大幅 に 向上 し てる ん です ね 具体 的 に 言う と 　 遠投 　 し　た 　 時 　 の 　 着底 　 感度 　 って 　 飛ばせ 　 ば 　 飛ばす  		
00:03:15		 ほど 2 です が この シリーズ は ね 今 まで の 　 モデル 　 の 　 中 　 で 　 は 　 もう 　 ずば抜け 　 て 　 着底 　 感度 　 が  		
00:03:24		 分かり やすく なっ て ます 着底 感度 が 良く 　 なっ 　 てる 　 ん 　 で 　 私 　 が 　 提唱 　 し 　 てる 　 ね 　 サーフ  		
00:03:31		 フィネス ま 軽い ルアー を 繊細 に 操作 する ま 　 この 　 釣り 　 で 　 も 　 ね 　 軽い 　 ルアー 　 で 　 も 　 着底 　 が  		
00:03:38		 分かり やすい し 操作 し てる 時 の 動き の 　 イメージ 　 が 　 ね 　 手元 　 に 　 しっかり 　 くる 　 とにかく  		
00:03:44		 非常 に 使い やすく なっ て 　 ます 　 気 　 に 　 なる 　 アイテム 　 構成 　 です 　 が 　 定番 　 の  		
00:03:53		 1 0 9 m / m と か 1 0 1 0 M / m は 　 もちろん 　 の 　 こと 　 今回 　 は 　 ね 　 面白い 　 レングス  		
00:04:04		 設定 も 準備 し て ある ん です よ まず はね この 　 1 0 ft 　 3 　 in 　 の 　 モデル 　 な　ん 　 です 　 が 　 こちら  		
00:04:12		 パワー ランク は M と MH の 設定 で M は 　 スタンダード 　 モデル 　 です 　 ね 　 ま 　 具体 　 的 　 に 　 言う  		
00:04:21		 と ミノ と か ワーム えま 時 に は ジグ なんか も 　 扱える 　 サーフ 　 で 　 は 　 ね 　 1 番 　 ど 　 真ん中 　 の 　 番手 　 に  		
00:04:31		 なり ます で これ に 対し まし て MH は 　 ちょっと 　 重め 　 の 　 ジグ 　 と 　 か 　 ヘビー 　 神辺 　 を 　 ね 　 大  		
00:04:39		 エト する の に 最適 な パワー に なっ て ます 　 これ 　 ちなみ 　 に 　 私 　 フィールド 　 テスト 　 で 　 ね 　 ま  		
00:04:47		 実際 に 使っ た ん で すがま 驚く ほど 飛び ます 　 よ 　 これ 　 は 　 ね 　 実際 　 に 　 体感 　 し 　 て 　 もらえれ 　 ば 　 もう  		
00:04:55		 分かる と 思う ん です が ちょっと 異 次元 の 飛 　 距離 　 ま 　 これ 　 これ 　 は 　 ね 　 是非 　 1 度 　 使っ 　 て 　 もらい  		
