Time		Subtitle		Translation
00:00:04		 よっしゃ 。  		
00:00:14		 よっしゃ 。  		
00:00:27		 ああ 。  		
00:00:34		 さ 、 東京 1 億 の 河川 に 来 て ます 。 ま 、 年型 　 河川 　 です 　 ね 　 。 　 で 　 、 　 今日 　 は 　 ここ 　 で 　 新しく  		
00:00:40		 リリース さ れる カーボン [ 音楽 ] 　 コンプリート 　 デザイン 　 。 　 この 　 ロッド 　 です 　 ね  		
00:00:44		 。 この ロッド で 釣り を し て [ 音楽 ] みたい 　 と 　 思い 　 ます 　 。  		
00:00:51		 荒 です ね 。  		
00:00:57		 え 、 もう ね 、 下げ 始め てる ん で 早速 やり 　 たい 　 と 　 思う 　 ん　す 　 けど 　 、 　 まず 　 は 　 ソラリア 　 8 5  		
00:01:02		 フローティング です ね 。  		
00:01:12		 早え な 。 もう 流れ てん な 。  		
00:01:30		 この 時間 帯 に ボイル 出 て ない って いう の が 　 ちょっと 　 違和 　 感 　 です 　 ね 　 。  		
00:01:36		 もう 稲っこ も ね 、 一応 いる ん で 、  		
00:01:44		 ま 、 どっ か で 浮く タイミング は ある と 思う 　 し 　 、  		
00:01:48		 深く て も  		
00:01:53		 、 ま 、 ミノ で 　 ちょっと 　 下 　 の 　 方 　 探っ 　 て 　 みれ 　 ば  		
00:01:58		 反応 し て くれる か も しん ない ん で ね 、 　 ちょっと 　 色々 　 やっ 　 て 　 み 　 ます 　 。  		
00:02:03		 シャット 　 7 0 　 。  		
00:02:16		 今 ん ところ 魚 は ね 、 少なから ず いる ん です 　 けど 　 、  		
00:02:21		 完全 に ベタベタ ぞ です ね 。  		
00:02:27		 魚 は いる けど そこべっ たり 。  		
00:02:35		 よし 、 来 た 。  		
00:02:43		 え 、 ファシャット で ボトム 転 が し たら 食い 　 まし　た 　 。  		
00:02:59		 ちょっと 可愛い ん だ な 。  		
00:03:15		 今 ん ところ 稲っこ は 目視 できる ん です よ 。 　 あと 　 が 　 どう 　 な　の　か 　 も 　 ね 　 、 　 いる 　 と 　 は 　 思う 　 ん　す  		
00:03:23		 けど それ が 沈ん でる の か も しん ない 。  		
00:03:29		 うん 。 反応 は ある 。 　 だ 　 けど 　 深い 　 。 　 ま 　 、 　 深 　 いっ 　 て 　 言っ 　 て 　 も 　 水深 　 ね  		
00:03:36		 、 1 m ぐらい の ボトム な ん で 、  		
00:03:43		 水深 自体 は 浅い ん だ けど 、 そん 中 で も 完全 　 に 　 そこ 　 です 　 ね 　 。  		
00:04:03		 よし 、 食っ た 。  		
00:04:09		 おも 、 おも 稲っこ だらけ す ね 。  		
00:04:51		 よし 。  		
00:04:59		 さっき まで の 整後 の 当たり が なくなり まし 　 た 　 ね 　 。  		
00:05:04		 イエイ 。 　 生後 　 の 　 ね 　 、 　 当たり 　 が 　 なくなっ 　 ちゃい 　 まし 　 た  		
00:05:07		 ね 。 　 今 　 やっと 　 食っ 　 た 　 と 　 思っ 　 たら 　 これ 　 ぐらい 　 でし  		
00:05:11		 た 。 　 あ 　 ね 　 、 　 ベイト 　 は 　 相当 　 浮い 　 て 　 き　て 　 だいぶ 　 あの  		
00:05:17		 回っ て き てる ん です けど シーバス が 浮か 　 ない 　 す 　 ね 　 。 　 シー 　 バス 　 が 　 こう 　 つい 　 て　き　て 　 な  		
00:05:22		 いっ て 感じ です ね 。 　 あんま 　 回 　 し 　 て 　 き 　 て 　 ない 　 イメージ 　 。  		
00:05:27		 ベイト に つい て 回し て き て たら もっと 　 ボイル 　 出る 　 はず 　 な　ん 　 です 　 けど 　 、 　 全然 　 ボイル  		
00:05:31		 出 ない ん で 。 ま 、 それ で ずっと 、 ま 、 　 ローテーション 　 の 　 中 　 で 　 、 　 ま 　 、 　 ファシャット  		
00:05:37		 で ボトム 流 し て たら 食い まし た ね 。 　 バイブレーション 　 で 　 も 　 いい 　 ん 　 です 　 けど 　 、  		
00:05:41		 水深 が 浅 すぎる ん で 、 どう し て も ね 、 　 突っ込み 　 すぎ 　 ちゃう 　 ん 　 です 　 よ 　 、  		
00:05:45		 バイブレーション だ と 。 ま 、 ミニエント 　 ぐらい 　 だっ 　 たら 　 まだ 　 いい 　 ん 　 です 　 けど 　 、 　 ま 　 、  		
00:05:49		 ファシャット の 方 が ボトム を ゆっくり 転 が 　 せ 　 られる 　 ん 　 で 　 、 　ま 　 、 　 それ 　 で 　 食っ 　 た 　 感じ 　 です  		
00:05:53		 ね 。  		
00:06:04		 お 、 ボイル 出 た 。  		
00:06:10		 かなり まとも な ボイル 出 まし た ね 。  		
00:06:19		 やっと 回っ て き た か な 。 　 ガルバ 　 8 7  		
00:06:27		 水面 狙っ て み ます 。  		
00:06:41		 よし 、 食っ た 。  		
00:06:46		 よし 。 ちょっと いい サイズ 。  		
00:07:45		 よし 。  		
00:07:49		 同じ ぐらい か な ?  		
00:07:56		 上 で 反応 し まし た ね 。 　 よかっ 　 た 　 。  		
00:08:02		 あん だけ ベイト が 浮い て て 　 ボイル 　 全く 　 出 　 ない 　な 　 と 　 思っ 　 たら 　 1 　 発 　 出 　 て  		
00:08:08		 くれ た ん で ね 。 それ を 取れ まし た 。  		
00:08:14		 ガルバ 8 7 S です 。 　 1 　 発 　 ね 　 、 　 ボイル 　 出 　 た　ん 　 で 　 、 　 まあ 　 ね 　 、 　 そこ 　 の  		
00:08:21		 筋 だけ こう ピン で 浮い てる 魚 が 付い て 　 るっ て 　 感じ 　 だっ 　 た 　 んで 　 、 　 ま 　 、 　 そこ 　 丁寧 　 に  		
00:08:25		 ガルバ で 水面 直化 流し たら 食っ て くれ まし 　 た 　 。  		
00:08:30		 ナっこ も ね 、 なん か さっぱ っぽい の も 結構 　 浮い 　 てる 　 ん 　 です 　 けど 　 、 　 全然 　 ボイル 　 が 　 出 　 ない  		
00:08:34		 ん です よ 。  		
00:08:42		 沖 も 全く ボイル 出 て ない ん だ な 。  		
00:09:03		 ここ は 住田 川 の 加工 から 少し 上がっ た とこ 　 です 　 か 　 ね 　 。 　 で 　 、 　 今 　 から 　 やる 　 ん 　 です 　 けど 　 、  		
00:09:11		 下げ が 今 ね 、 半分 ぐらい 進行 し た 時間 帯 で 　 、 　 荒川 　 が 　 ね 　 、 　 そこ 　 まで 　 あの 　 状況 　 良く 　 なかっ  		
00:09:18		 た ん で 、 ま 、 移動 し て き た ん です けど 、 　 サパ 　 は 　 多少 　 な 　 感じ 　 です 　 。 　 で 　 、 　 風 　 が 　 ね 　 、 　 全く  		
00:09:24		 ない ん で 、 ちょっと ミニエ 5 7 　 S 　 の 　 レーザー 　 インパクト 　 から 　 始めよう 　 と  		
00:09:30		 思う ん です けど 、 風 吹い たら ね 、 もう 　 ちょっと 　 重たい 　 バイブレーション 　 入れる 　 ん  		
00:09:35		 です けど 、 まず は ミニエント  		
00:09:41		 、 え 、 強客 の 釣り を やっ て いき ます 。  		
00:09:53		 流れ も ね 、 結構 走っ て ます 。 ちゃんと 　 今日 　 相当 　 塩 　 引く 　 ん 　 じゃ 　 ない 　 か　な 　 。  		
00:10:35		 よし 、  		
00:10:43		 い まし た ね 。  		
00:10:51		 ミニエント の フォール 。  		
00:11:10		 よし 、 入っ た 。 流れ 早い から 難しい 。  		
00:11:21		 よし 。 　 いい っ　す 　 ね 　 。  		
00:11:25		 いい 感じ 。 いい 感じ 。  		
00:11:30		 やっぱ は ミニエント です ね 。 　 ミニエント 　 5 7 　 S 　 の 　 レーザー 　 インパクト  		
00:11:37		 で 強客 の 際 に 落とし て 　 もう 　 落とし 　 て 　 釣り 　 な　ん 　 です 　 けど 　 強客 　 から  		
00:11:42		 離れ ちゃう と ね 、 　 ま 　 、 　 バイト 　 出 　 なく 　 なっ 　 ちゃう 　 ん 　 で 　 なるべく  		
00:11:46		 強客 の 際 を キープ し ながら 落とし て いか 　 なきゃ 　 いけ 　 ない 　 ん 　 です 　 よ 　 。 　 で 　 、 　 そん 　 時 　 に  		
00:11:52		 フリー フォール だ と 当たり が 取れ ない ん で 　 、 　 当たり 　 が 　 取れる 　 レベル 　 の 　 、 　 ま 　 、  		
00:11:56		 テンション を かけ て あげ ながら 落とし て 　 やっ 　 て 　 あげる 　 と 　 バイト 　 も 　 取れ 　 て 　 脚 　 を 　 綺麗 　 に  		
00:12:02		 落とせる と 。 ま 、 それ で 取っ た 魚 です ね 。 　 1 　 匹 　 って 　 こと 　 は 　 ない 　 と 　 思う 　 ん 　 で 　 、  		
00:12:11		 まだ いる と 思い ます 。  		
00:12:40		 よし 。  		
00:12:47		 相当 浅い とこ に 魚 入っ て ます ね 。  		
00:12:55		 かなり 上 で 食い まし た 。  		
00:13:03		 おし 。  		
00:13:07		 シーバス 釣り と は 思え ない よう な この 釣り 　 方 　 が 　 楽しく 　 て 　 ついり 　 に 　 来 　 て 　 しまう 　 と 　 いう 　 。  		
00:13:14		 ま 、 バイブレーション の この 強客 際 の 　 フォール 　 の 　 釣り 　 は 　 まず 　 キャスト 　 が 　 大事 　 な　ん  		
00:13:18		 です よ 。 え 、 ま 、 そこ の キャスト が 　 しっかり 　 決まる  		
00:13:23		 で 。 今 まで の 8 7 ML 、 9 4 ML 市場 最高 　 に 　 キャスト 　 が 　 決まり 　 ます 　 。 　 で 　 、 　 なお かつ  		
00:13:31		 軽い ん で 操作 性 も 高く て 感度 も いい と いう 　 、 　 もう 　 この 　 釣り 　 の 　 ため 　 に 　 ある 　 よう 　 な 　 もん  		
00:13:38		 じゃ ない か な と 思い ます けど ね 。 　 風 　 ない 　 から 　 やり 　 やすい 　 わ 　 。  		
00:14:45		 おお 、 当たっ た 。  		
00:14:58		 よっしゃあ 。  		
00:15:02		 原発 　 ド はまり  		
00:15:12		 風 が ね 、 強い 時 は 鉄板 系 も 使う ん です けど 無風 な の で  		
00:15:20		 ミニエント が 最高 に はまっ ちょっと ず  		
00:15:32		 引っ張っ て 落とす 。  		
00:15:38		 ああ は 。  		
00:15:46		 おお 。 早え 。 相当 浅い とこ で 食っ てる ね 。  		
00:16:33		 やっぱ 際 から 外れる と 全く バイト は 出 ない 　 。  		
00:16:52		 よっしゃ 。  		
00:17:16		 いい っす ね 。 これ も  		
00:17:20		 コンディション 良さ そう 。  		
00:17:52		 よし 。 　 重い 　 。 　 これ 　 は 　 重い 　 。  		
00:17:59		 めっちゃ コンディション いい す ね 。 　 すげえ 　 引い 　 た 　 もん 　 、 　 これ 　 。  		
00:18:04		 重たい 。 サイズ は ね 、 6 2 3 ぐらい なん 　 です 　 けど 　 、 　 やっぱ 　 いい 　 す 　 ね 　 。 　 秋 　 の 　 個体 　 腹  		
00:18:12		 パンパン です 。  		
00:18:26		 流れだいぶ 弱く なっ ちゃっ た です ね 。 　 タイミング 的 に は 結構 ギリギリ っす ね 。  		
00:19:02		 おお 、 触っ た 。  		
00:19:12		 水深 も ね 、 もう かなり 浅い ん で そこ寄り 　 でし 　 た 　 ね 　 、 　 魚 　 。  		
00:19:23		 ああ 。  		
00:19:50		 見え ない 。  		
00:19:57		 よし 、 来い 。 　 入っ 　 て 　 くれ 　 。 　 よし 　 。  		
00:20:08		 いや 、 もう ほぼ 塩止まりり っす ね 。 サイド 　 グラフ 　 で 　 は  		
00:20:14		 打性 で 流れ てる 感じ 。 危 ね 。 よし 、  		
00:20:22		 ラスト 1 歩 に なる か な ? これ が もう ね 、 　 態度 　 グラフ 　 で 　 足止まり 　 です 　 。 　 流れ 　 も 　 かなり  		
00:20:29		 ね 、 緩く なっ て き ちゃっ た ん で 、 透明 の 脚 　 じゃ 　 ない 　 と 　 こう 　 やっぱ 　 流れ 　 が 　 効い 　 てる  		
