Time		Subtitle		Translation
00:00:00		[音楽] 		[musique] 
00:00:04		今回はですね久々に鹿田のホームサーフに 来 て い ます もう 7 月 の ね 上旬 と いう こと で 		Cette fois-ci, je suis allé sur le spot de surf habituel de Shikata pour la première fois depuis un certain temps. Nous  sommes  déjà  début  juillet. 
00:00:11		まだいぶね魚も寄ってきている時期だと 思い ます の で なん と か ね ヒラメ と マゴ を 		C'est encore une période où beaucoup de poissons se rassemblent. Je  pense  que  oui,  d'une  manière  ou  d'une  autre,  j'attraperai  du  flet  et  du  maquereau. 
00:00:16		キャッチできればと思います 		J'espère pouvoir l'attraper. 
00:00:31		ままずは後範囲を探っていきたいと思い 		Tout d'abord, j'aimerais explorer l'éventail des possibilités. 
00:00:42		ますま地形的にはだいぶね浅いんですけど ま ルア の 届く 範囲 に ね あの 沖 の 背 が あっ て 		Masuma est en réalité assez peu profonde en termes de topographie. Eh  bien,  il  y  a  une  crête  au  large,  à  portée  du  leurre. 
00:00:51		まその背のね駆け下がりからま手前のね 波打際 の 駆け上がり まで しっかり と 探っ て 		Eh bien, la façon dont il court le long de son dos, la façon dont il est devant moi Explorez  minutieusement  jusqu'à  la  limite  de  la  ligne  de  flottaison. 
00:00:57		いきたいと思います 		J'aimerais y aller. 
00:01:04		だいぶ流れは穏やかな感じだ 		Le courant semble assez calme. 
00:01:22		なたああ当たったいる 		J'ai trouvé la bonne réponse ! 
00:01:27		ねいるいる 		Clou 
00:01:55		お来たよし 		Voici! 
00:02:20		よっしゃリフトアンドホールに反応してき まし た ね 		Très bien, il réagit à la levée et au perçage. Oui,  c'est  exact. 
00:02:52		カスザメかやっぱりなんか引方変だなと 思っ た ん だ よ な で ま こいつ が ね い 		C'est un requin-ange, mais sa façon de mordre est étrange. Je  pensais  à  ce  type. 
00:02:58		るってことはベイトが入ってるってこと なん 		Cela signifie qu'il y a un appât à l'intérieur. quoi 
00:03:03		で おお 前 に こいつ に 噛ま れ た こと は ある から 		dans J'ai  déjà  été  mordu  par  cette  chose. 
00:03:09		な苦手なんだよ な 		Je ne suis pas doué pour ça. N / A 
00:03:16		よしなんか引かないなと思ったけど やっぱり ね カメ でし た ね 		Je me suis dit : « Bon, je ne vais rien faire de mal. » Je  le  savais,  c'était  une  tortue. 
00:03:27		よしまやっぱりねがいるってことはま ベイト が 入っ て き て るってこと なん で ま 		Yoshima est finalement là, donc Cela  signifie  que  les  poissons-appâts  arrivent. 
00:03:33		期待してやってきたいと思い 		Je veux le faire avec de grandes ambitions. 
00:03:40		ます手前でも反応があるんでまこのね ハール フィッシュ で 手前 側 を しっかり と ね 		Il y a une réaction même juste avant le rivage, donc... Utilisez  un  Harfish  pour  bien  fixer  la  face  avant. 
00:03:47		誘っていきたいと思います 		J'aimerais les inviter. 
00:03:59		あ 		un 
00:04:43		よしやっぱりた 		Oui, je le savais. 
00:04:51		よしヒメだよし 		Ça va Hime 
00:05:07		よっしゃあ 		Oui! 
00:05:31		ちょうど目の前にねここに背があるんです けど 背 の 駆け下り の ところ で ヒート し まし 		Il y a un dos juste devant moi. Mais  il  s'est  énervé  en  descendant  la  colline. 
00:05:35		たましっかりとね地形変化のある手前をね 探 るっていうのは 大事 に なり ます よ ね 		Veillez à bien inspecter la zone avant le changement de terrain. Enquêter,  c'est  important,  n'est-ce  pas  ? 
00:05:41		じゃあさらに魚追加していきたいと思い 		J'aimerais donc ajouter d'autres poissons. 
00:05:56		ますよしまた来た なん か 首 踏ん なかっ た から ひめ か な と 思っ 		Masuyoshi est de retour. J'ai  cru  que  c'était  Hime  parce  qu'elle  ne  m'a  pas  marché  sur  le  cou. 
00:06:02		た けど いやあ マゴ の スレ です 		Ta Mais  ce  sujet  concerne  Mago. 
00:06:11		ねま魚結構手前にいますね 		Il y a pas mal de poissons endormis dans les environs. 
00:06:39		よしカタの素か尻尾だったから か なんか 首 てる よう な 感じ この 尻尾 に ね 		C'était soit la base, soit la queue de Yoshikata. On  dirait  que  ça  lui  sort  du  cou,  ou  quelque  chose  comme  ça,  de  sa  queue. 
00:06:48		かかったからよいしょ 		C'est déjà pris, alors voilà. 
00:07:05		よしマの すれ ちび マゴ の すれ だ 		Yoshima Ceci  est  un  fil  de  discussion  pour  les  petits-enfants 
00:07:12		[音楽] 		[musique] 
00:07:30		今日は急遽ですね午前中の短時間ではある ん です けど ま 釣り に 来 まし た 最後 の マゴ の 		C'est assez soudain aujourd'hui, et ça n'a duré que peu de temps ce matin. Mais  je  suis  venu  pêcher  le  dernier  Mago 
00:07:36		ヒットシーンがgoproの電池が切れて しまっ て 撮影 が でき て い ませ ん でし た ま 		La scène, qui a fait sensation, a été interrompue lorsque la batterie de la GoPro s'est déchargée. Je  l'avais  rangé  et  je  n'avais  pas  encore  pu  prendre  de  photos. 
00:07:42		昨日ね取れなかった部分の撮影が今日 できれ ば と いう 風 に 思っ て ます 		Le tournage des scènes que nous n'avions pas pu filmer hier a été effectué aujourd'hui. J'espère  que  c'est  possible. 
00:08:05		お来たああ 		Ça y est ! 
00:08:37		[音楽] 		[musique] 
00:08:49		来てる来 てる よし 		Ça arrive Teruyoshi 
00:08:59		T 		T 
00:09:20		[音楽] 		[musique] 
00:09:27		[音楽] 		[musique] 
00:09:34		よし [音楽] 		D'accord [musique] 
00:09:53		[音楽] 		[musique] 
00:10:04		[音楽] 		[musique] 
00:10:07		よいしょどうしてもこの時期だとしかも 地形 が 結構 こう 真たら な 感じ だ と 沖 の 地形 		Eh bien, c'est certainement le cas à cette période de l'année, et de plus Si  le  terrain  est  relativement  rectiligne,  alors  le  terrain  offshore 
00:10:13		変化をね中心に狙いたくなってしまうん です けど この 時期 ね 魚 は 手前 に も い ます ん 		J'ai tendance à me concentrer sur le changement. Mais  à  cette  période  de  l'année,  on  trouve  aussi  des  poissons  plus  près  du  rivage. 
00:10:19		でまきっちりとねちゃんと地形変化のある 場所 を 探し て 手前 も 探 るってことが 大事 に 		Il y a donc des changements de terrain appropriés. Il  est  important  de  repérer  l'emplacement  puis  d'explorer  la  zone  qui  le  précède. 
00:10:25		なり 		Nari 
00:10:28		ますお 		Masuo 
00:10:32		[音楽]  		[musique]  
