Time		Subtitle		Translation
00:00:01		 [ 音楽 ] 　 今回 　 は 　 これ 　 から 　 サーク 　 の 　 釣り 　 を 　 始める 　 方 　 に   		[Musique] Cette fois, j'aimerais vous présenter trois leurres que les personnes qui débutent dans la pêche à Sark devraient emporter avec elles. 
00:00:11		 ますまず キャスト が し やすい と いう こと 　 そして 　 扱い 　 やすい 　 と 　 いう 　 こと 　 で 　 やっぱり   		Il est facile à lancer et à manipuler. 
00:00:17		 釣れる ルアー で ある と いう こと の この 3 つ 　 を 　 兼ね備え 　 た 　 ルアー 　 を 　 使い 　 方 　 も 　 含め 　 て 　 ご   		C'est un leurre qui peut être utilisé pour la pêche. Tout d'abord, je voudrais vous présenter le Bulbul 22. Ce ver à tête plombée est disponible dans des tailles allant de 15 g à 30 g, mais cette fois j'ai choisi le 22 g standard. Les couleurs que je recommande personnellement sont le rose, l'argent et le flash glow. Même parmi les vers à tête plombée, la distance de lancer est exceptionnelle et vous pouvez l'attirer fermement du changement au large jusqu'à la montée de la plage devant vous. 
00:00:56		 ます 使い 方 は 基本 的 に たまき もしくは 　 ストップ 　 アンド 　 ゴー 　 で 　 誘っ 　 て 　 いき 　 ます   		La manière de base de l'utiliser est de le tenter en roulant ou en stop-and-go. 
00:01:02		 リフト アンド フォール を 2 回 ぐらい 入れ て 　 から 　 巻き 　 始め 　 て 　 も 　 オッケー 　 です 　 活性 　 が 　 高い   		Vous pouvez également commencer à chanceler après avoir ajouté de la portance et de la chute environ 2 fois. Il est très actif. 
00:01:09		 浅め で は レンジ を 高め に 意識 し て 手返し 　 よく 　 誘い 　 ましょう 　 ピンポイント 　 を 　 じっくり   		Dans les eaux peu profondes, gardez la portée élevée et essayez de l'attirer vers vous. Lorsque vous souhaitez viser le point avec précaution 
00:01:15		 と 狙い たい 時 なんか は ボトム 付近 の レンジ 　 を 　 ボトム 　 を 　 すら 　 ない 　 よう 　 に 　 押さえ 　 気味 　 の   		, maintenez la portée près du bas sans toucher le fond 
00:01:19		 リトリーブ で スロー に 誘う こと も でき 　 [ 音楽 ]   		Vous pouvez également l'inviter à ralentir avec une récupération lente [Musique] 
00:01:36		 シーズン に 良い ポイント に 入れれ ば ヒラメ 　 を 　 キャッチ 　 する 　 こと 　 が 　 できる 　 と 　 思い   		à un bon moment de la saison, je pense que je peux attraper un flet. 
00:01:40		 [ 音楽 ]   		[Musique] 
00:01:44		 ます 年 に よっ て 前後 する こと が ある ん です 　 けど 　 今 　 まで 　 の 　 経験 　 上 　 7 　 月 　 1 1 　 月 　 で 　 あれ 　 ば   		Cela peut fluctuer selon les années, mais d'après mon expérience jusqu'à présent, si c'est juillet ou novembre, il y a de fortes chances que nous soyons en haute saison, donc je vais aller encore moins profond. Si tel est le cas, je pense que vous aurez de fortes chances de trouver Hime 
00:01:57		 ヒメ に 出会える と 思い ます 　 [ 音楽 ]   		[Musique] 
00:02:04		 お 次 は シ の スピン ビーム 3 2 G に なり 　 ます 　 ジョルティ 　 2 2 　 で 　 は 　 届か 　 ない 　 場所 　 を   		Ensuite, le Spin Beam 32G de Shi. 
00:02:12		 狙い たい 時 に は こちら の スピンビーム 　 3 2 G 　 を 　 使え   		Lorsque vous souhaitez viser des endroits que le Jorti 22 ne peut pas atteindre, vous pouvez utiliser ce Spin Beam 32G. 
00:02:16		 ます 自分 的 な お すめ カラー は この 2 色 に 　 なり   		Mes couleurs personnelles recommandées sont ces deux couleurs 
00:02:21		 ます 色々 な カラー が あり ます が 競輪 イワシ 　 と 　 競輪 　 ピンク 　 に 　 なり   		Il existe différentes couleurs, mais vous pouvez obtenir de la sardine keirin et du rose keirin 
