Time		Subtitle		Translation
00:00:01		はいえ今回はですねカマダサーフの 2023 年 初夏 の シーズン 開幕 に 向け て 		Cependant, cette fois, en préparation de l'ouverture de la saison de Kamada Surf au début de l'été 2023 
00:00:07		ですね必ず持っていきたいルアーのね1つ を ご 紹介 し たい と 思い 		J'aimerais vous présenter un leurre que vous devriez absolument emporter avec vous 
00:00:13		ますで今回ご紹介するのはねえこちら の diio の ビーチ ウォーカー W 95 S 		Alors cette fois, j'aimerais vous présenter ce Diio Beach Walker W 95 S 
00:00:22		です ね で スペック は ね こんな 感じ に なっ て ます 		Eh bien, les spécifications sont comme ça. 
00:00:28		[音楽] 		[Musique] 
00:00:37		で自分はですねキャスする時はま正しが 長め の ね ペンデュラム な ん です けど この 		Je suis un pendule, donc j'ai une longue ligne droite lors du lancer, mais ce 
00:00:42		あのW95Sはですねあの95mm系の 新編 の 中 で も ま 距離 は ね 間違い なく トップ 		W95S est définitivement dans la classe 
00:00:49		クラスかなという風に思ってますで アクション の 方 は ね あの この お 尻 を ね こう 		supérieure, même parmi la nouvelle série 95 mm, et quand il s'agit d'action, je pense qu'il est dans la classe top 8_. Il a une action roll swing aiguë qui vous permet de le balancer comme ceci 
00:00:54		いう風に振るハイピッチのねロール スイング アクション に なっ て ます で ね ルア 		Le mouvement du leurre 
00:01:00		の動きがね手元にあのしっかりと伝ってき ます の で ま 新品 が ね 苦手 な 方 だっ たり と か 		est clairement transmis à votre main, donc même si vous n'êtes pas doué pour utiliser de nouveaux leurres ou 
00:01:05		あとはま初心者の方でもね本当あの使い やすい の か な と いう 風 に 思い ます ま な の で 		ou même si vous êtes débutant, vous vous demandez peut-être s'il est vraiment si simple à utiliser. 
00:01:10		ねあの新編入門ルアーとしてもね本当 めちゃくちゃ お すすめ です 		Je le recommande vraiment comme leurre d'initiation pour les chats. 
00:01:14		[音楽] 		[Musique] 
00:01:22		ねはいで使うタイミングなんですけどま あの 浅い ね え ところ を じっくり と 誘い たい 		C'est le moment de l'utiliser lorsqu'il rampe, mais je veux l'inviter soigneusement dans cette partie peu profonde. 
00:01:28		時はもちろんなんですけどまここぞって いう ね ポイント で ま 中層 より も 下 の レンジ 		Bien sûr à l'époque, mais c'est un bon point à utiliser, donc c'est une gamme en dessous du milieu de gamme. 
00:01:34		まそこをねゆっくりとねじっくりと誘い たい 時 に 番 が ね 多い 		Il arrive souvent que je souhaite inviter Masoko lentement et soigneusement. 
00:01:39		[音楽] 		[Musique] 
00:01:50		[音楽] 		[Musique] 
00:01:54		です使い方はですねま基本的に薪が中心か と いう 風 に 思い ます で ゆっっくり 目 の 薪 が 		Je pense que la principale façon de l'utiliser est principalement avec du bois de chauffage. 
00:02:07		だったりとかま軽めのジャークをね時折り こう 入れ て みる と ま 効果 的 か と いう 風 に 		Je pense que ce serait plus efficace si je découpais une légère secousse avec un pot ou quelque chose comme ça 
00:02:32		はいでおすすめのカラーなんですけどあの 基本 的 に は です ね ここ に も あり ます けど 		Oui, c'est la couleur que je recommande, mais les bases sont les mêmes. C'est aussi ici, mais 
00:02:38		このマット系とあとはこのホロ系このツ パターン を ね え 持っ て おけ ば いい か な と 		je pense que ce serait une bonne idée d'avoir cette couleur mate et ce motif de couleur holo 
00:02:43		いう風に思ってますがまあえて言えば イワシ 系 の カラー も ね 持っ て おけれ ば いい 		, mais si je devais le répéter, je pense que ce serait bien d'avoir aussi la couleur sardine 
00:02:47		のかなという風に思います自分の場合です ね あの ピンク 系 の キャンディ が ね 好き な の 		Dans mon cas, j'aime beaucoup ce rose bonbon 
00:02:53		でこのマットピンクとあとはこのえ キラキラ ピンク キャンディ が ね 主力 に なっ 		Ce rose mat et le rose bonbon pétillant sont devenus mes piliers. C'est le rose de ce soin mat. Mais même si l'eau n'est pas trouble, ce rose mat vraiment attire le flet. J'aimerais que les gens essaient celui-ci. 
00:03:23		ますはいえということでこのビーチ ウォーカー ウジ 95 S です ね あの 新 まだ 		Eh bien non, il s'agit du Beach Walker Uzi 95 S. Si vous ne l'avez pas encore utilisé, ou si vous n'avez jamais utilisé le Nechi 95S lui-même, pourquoi ne pas l'essayer ? 
00:03:36		使ってみてはいかがでしょうか本当この ルアー は 釣れ 		Vous pouvez vraiment attraper un poisson avec ce leurre. 
00:03:40		[音楽] ます JA  		[Musique] JA  
