Time		Subtitle		Translation
00:00:00		[音楽] 今回 は です ね 鹿田 の ホーム サーフ に 来 て い		
00:00:09		ますま実はですねゴールデンウィーク中に 様子 を 見 に 来 た ん です けど ローカル の 方 が		
00:00:15		言うにはゴールデンウィーク前は ポスポスマルシェ		
00:00:40		今日は12時過ぎが確か干潮だったんで さらに ね 立ち込み で 沖 を 狙っ て いけれ ば な		
00:00:46		という風に思って		
00:00:52		ますまルアーがね届かない距離ですけど 鳥山 が 立っ てる ん で ちょっと この 付近 で		
00:00:57		やってみたいと思います		
00:01:15		[音楽]		
00:01:22		おお来 た よし		
00:01:30		うわ下 [音楽]		
00:01:35		ラメいやあいい方の下ラメ		
00:01:47		だこんなにね横風吹い て ま 流れ も 若干 早め で ま 見 てる 方 は ね やり		
00:01:56		づらく感じるかもしんないですけどま実際 やっ てる 側 と し て は が ね しっかり と 泳い で		
00:02:00		くれてるのがまいい動きをねしてくれてる の が 伝わっ て くる の で ま やり やすい です		
00:02:06		やっぱりこういう時に魚が食ってくるって のも ある と 思う ん		
00:02:10		でやりにくいってのはやっぱルアーが本来 の 動き が でき て い ない やり やす いっ て こと		
00:02:15		はいい動きをしてるってことなんで イコール ルア 本来 の 動き を し て		
00:02:19		るってことになる		
00:02:23		んでよっしゃ		
00:02:37		カ		
00:02:47		ねまカスザメがいるってことは [音楽]		
00:02:53		ねベトが入ってることでヒメもいる可能性 高い ん で		
00:03:05		服が外れてちょうど掘れてるところに魚が 逃げ込ん で しまっ て		
00:03:14		今風玉誘導して ます よし 行け 行け この まま 行け ば 帰れる		
00:03:22		このまま行けば帰れるよよしよしよしよし よし 行っ た よかっ た		
00:03:32		までも本当カスザメが入ってるってことは ベイト が いる はず な ん		
00:03:36		でだからまひめもね必ずいると思い ます よし 頑張ろう		
00:04:05		やだゴミかかっちゃった な いや 今 ゴミ が 引っかかっ た か な と 思っ		
00:04:11		たら片口わしです ね これ は		
00:04:17		チャンスやっぱりね鳥山があったらその 付近 で 粘 るってのは 大事 です		
00:04:28		ねお		
00:05:26		よしよっしゃ来た せ よし		
00:05:49		[音楽]		
00:06:21		[音楽]		
00:06:27		おおいいサイズ		
00:06:31		[音楽]		
00:06:39		いいサイズの広め		
00:06:48		だ		
00:06:57		よっしゃよし [音楽]		
00:07:01		よしやった		
00:07:15		ぜよっしゃ ょ 行っ た か		
00:07:30		いや行ったと思ったんすけど67す ね ま で		
00:07:36		も嬉しい [音楽]		
00:07:42		よま今回のねポイントは3つあります ね 1 つ		
00:07:48		は鳥山をきた場合にま離れたねどんなに 遠い 距離 で も ね ルア が 届か ない 距離 で も 山		
00:07:55		の付近にま必ず入るということで2つ目 けど ポイント に 入る 時 に やっぱり 沖 の 背 と		
00:08:04		かねちゃんと変化のあるところを狙うって こと です		
00:08:07		ねで3つ目はまルアをねチョイスする時に ま 一番 ね やり やすい ルア ま イコール 本来 の		
00:08:16		動きができるルアーをね選ぶってことが 大切 に なる か な と 思い ます やり にくい 時		
00:08:22		ってのはやっぱりねルアが本来の動きが でき て い ない 時 だ と 思い ます な の で		
00:08:28		しっかりとねその時々ま地形だったりとか ね 環境 に 合わせ て ま 脅威 も もちろん です		
00:08:34		けどま一番いい動きをしてくれるルアーを ね チョイス するっ て の が 大切 に なる か な と		
00:08:39		思います [音楽]		
