Time		Subtitle		Translation
00:00:01		 [ 音楽 ] 　 今回 　 は 　 です 　 ね 　 2 0 2 4 　 年 　 8 　 月 　 の 　 現 　 時点 　 で   		[musique] Cette  fois-ci,  nous  examinerons  la  situation  actuelle  en  août  2024. 
00:00:07		 ヒラメ を 狙っ て 釣り を する 時 に ルアー が 3 　 つ 　 しか 　 使え 　 ない 　 と 　 し 　 たら 　 と 　 いっ　た 　 こと 　 を   		Pour la pêche au flet, le leurre est de 3 Et  si  vous  ne  pouviez  en  utiliser  qu'un  seul  ? 
00:00:11		 テーマ に お すすめ の ルアー を 3 つ 選ば せ て 　 いただき 　 まし   		Veuillez sélectionner trois leurres que vous souhaitez utiliser pour ce thème. Je  l'ai  reçu. 
00:00:15		 た カマダサーフ は 概要 に 面し た 大技 サーフ 　 で 　 潮 　 の 　 流れ 　 が 　 早い 　 時 　 が 　 多い 　 ん 　 です 　 けど   		Kamada Surf est un spot de surf réputé pour réaliser des figures impressionnantes dans la région. Les  courants  sont  souvent  forts. 
00:00:22		 そんな 状況 の 中 で 実際 に 自分 で 使っ て み て 　 とにかく 　 釣れる 　 ルアー 　 を 　 使い 　 方 　 も 　 含め 　 て 　 ご   		Dans cette situation, j'ai effectivement essayé moi-même. Je  vais  vous  expliquer  comment  utiliser  des  leurres  qui  permettent  réellement  d'attraper  du  poisson. 
00:00:27		 紹介 し たい と 思い ます 　 まず 　 1 　 つ 　 目 　 は 　 こちら 　 の 　 デオ 　 ビーチ   		Je voudrais vous le présenter. Premier  arrêt  :  Deo  Beach. 
00:00:33		 ウォーカー ハウル フィッシュ 　 2 1 g 　 最近 　 リニューアル 　 さ　れ 　 た 　 ばかり 　 の   		Walker Howlfish 21  g  (formulation  récente) 
00:00:38		 ワーム な ん です けど 9 バージョン の ハウル 　 フィッシュ 　 で 　 も 　 たくさん 　 の 　 ヒラメ 　 を   		C'est un ver, mais c'est la 9ème version de Howl Même  avec  du  poisson,  nous  avons  attrapé  beaucoup  de  flets. 
00:00:42		 キャッチ し て き まし た 自分 的 な お すすめ 　 カラー 　 は 　 クリア 　 ブルー 　 S 　 で 　 1 0 　 ヘッド 　 の 　 重   		J'ai trouvé mes propres recommandations La  couleur  est  bleu  clair  S  et  le  poids  des  10  têtes 
00:00:48		 さ は 2 1 g に なり ます 使い 方 は たまきと 　 ストップ 　 & 　 GO 　 で 　 キャス 　 と 　 し 　 て 　 着底 　 後   		Ce sera 21 g. Comment l'utiliser est Tamaki Après  avoir  lancé  avec  des  arrêts  et  des  redémarrages, 
00:00:53		 リフト アンド フォール を し て から 巻き 始め 　 て 　 も 　 オッケー 　 です   		Commencez à mouliner après avoir effectué un porté et une chute. Ça  me  convient  aussi. 
00:01:00		 主に 狙える レンジ は 中層 から ボトム 付近 の 　 レンジ 　 に 　 なり   		La principale zone cible s'étend de la couche intermédiaire jusqu'aux abords du fond. Il  se  transforme  en  micro-ondes 
00:01:04		 ますま 飛 距離 に 関し て は 正直 ブルー ブルー 　 の 　 ジョルティ 　 2 2 　 より 　 劣っ 　 て 　 しまう 　 ん 　 です   		Quant à la distance, pour être honnête, c'est du bleu ciel. Il  est  inférieur  au  Jolt  22. 
00:01:10		 けど 飛 距離 以上 に アクション に 魅力 が あっ 　 て 　 他 　 の 　 ジグ 　 ヘッド 　 ワーム 　 に 　 は 　 ない 　 動き 　 と   		Mais l'action en elle-même était plus attrayante que la distance à laquelle on pouvait lancer la balle. Son  mouvement  est  unique  parmi  les  leurres  souples. 
00:01:15		 食せ の 力 が 魅力 的 な ルアー に なり ます 　 ヘッド 　 部分 　 は 　 ほぼ 　 まっすぐ 　 に 　 泳い 　 で 　 この   		Ce leurre est attrayant en raison de sa capacité à attirer les poissons. La  partie  supérieure  nage  presque  en  ligne  droite. 
00:01:21		 つなぎ 目 以降 の テール 部分 が ブルブル と 　 振動 　 さ　せ 　 ながら 　 泳げ   		La partie arrière, à partir de l'articulation, vibre. Nagez  en  vibrant 
00:01:25		 ます 詳しく は メーカー の 水中 動画 の URL 　 を 　 概要 　 欄 　 に 　 貼っ 　 て 　 おき 　 ます 　 の 　 で 　 そちら 　 を   		Pour plus de détails, veuillez consulter l'URL de la vidéo sous-marine du fabricant. Je  l'ajouterai  dans  la  description,  veuillez  donc  la  consulter. 
00:01:30		 ご覧 いただけれ ば と 思い ます 自分 の 場合 　 手前 　 を 　 誘う 　 時 　 に 　 チョイス 　 し 　 て 　 い 　 て 　 この 　 時 　 も   		J'espère que vous prendrez le temps de lire mon témoignage. J'ai  choisi  cette  option  pour  tenter  d'attirer  quelqu'un  à  moi,  et  cette  fois  encore... 
00:01:36		 何 で 地形 変化 が 分かり づらかっ た ん です 　 けど 　 手前 　 の 　 変化 　 を 　 見つけ 　 て 　 ハール   		Pourquoi était-il si difficile de percevoir les changements de terrain ? Mais  lorsqu'il  remarqua  le  changement  devant  lui,  Haar 
00:01:41		 フィッシュ を 投げ て すぐ に ヒラメ から の 　 反応 　 を 　 得る 　 こと 　 が 　 でき 　 まし　た   		J'ai lancé l'appât et j'ai immédiatement attrapé une plie. Nous  avons  pu  obtenir  une  réponse. 
00:02:00		 T   		T 
00:02:04		 [ 音楽 ]   		[musique] 
00:02:27		 [ 音楽 ]   		[musique] 
00:02:33		 よし やっぱい た 　 [ 音楽 ]   		Oui, je le savais. [musique] 
00:02:42		 よし   		D'accord 
00:02:46		 だ   		est 
00:02:54		 よし お 次 は ジャクソン 飛び過ぎ ダニエル 　 3 0 g 　 的 　 な　お 　 すすめ 　 カラー 　 は 　 ゴールド   		Bon, ensuite c'est au tour de Jackson, puis Daniel saute trop haut. Pour  un  format  de  30  g,  la  couleur  recommandée  est  l'or. 
00:03:01		 レインボー と ブルピン イワシ に なり 　 ます 　 使い 　 方 　 は 　 たまき 　 と 　 ストップ 　 アゴー 　 が   		Elles se sont transformées en sardines arc-en-ciel et rose-bleu. Premièrement,  l'usage  est  Tamaki  et  Stop  Ago 
00:03:07		 中心 で 巻い てる 時 に ツイッチ や 軽め の 　 ジャーク 　 を 　 1 2 　 回 　 入れる 　 と 　 より 　 効果 　 的 　 な　の   		En enroulant au centre, effectuez un petit mouvement brusque ou une légère torsion. L'ajout  de  12  à-coups  le  rend  plus  efficace. 
00:03:13		 で 是非 と も ね 試し て み て ください 狙える 　 レンジ 　 は 　 中層 　 から 　 ボトム 　 付近 　 に 　 なる 　 ん 　 です   		Alors essayez, vous pouvez viser cet objectif. La  gamme  s'étend  de  la  couche  intermédiaire  jusqu'à  proximité  du  fond. 
00:03:18		 けど 自分 の 場合 は 主に です ね ボトム 付近 の 　 レンジ 　 を 　 誘っ 　 て　い   		Mais dans mon cas, principalement près du fond Gamme  d'invitations 
00:03:23		 ます 手元 に 泳い で いる 感覚 が しっかり と 　 伝わっ 　 て 　 くる 　 ルアー 　 に 　 なる 　 ん 　 です 　 けど 　 この   		Tout d'abord, on a fortement l'impression qu'elle nage entre nos mains. Ce  leurre  transmettra  la  sensation  d'un  poisson. 
00:03:28		 ルアー が 1番 いい 動き を し て くれ て いる の 　 が 　 分かる 　 感覚 　 って 　 いう 　 の 　 が 　 あり 　 ます 　 実際 　 に   		Le leurre fonctionne à son meilleur niveau. Il  y  a  un  sentiment  que  l'on  peut  réellement  comprendre. 
00:03:34		 です ね 自分 の 場合 は その 感覚 で 負け てる 時 　 に 　 ヒット 　 する 　 こと 　 が 　 多い 　 と 　 感じ 　 て 　 い 　 ます   		Dans mon cas, quand je perds, c'est ce que je ressens. J'ai  l'impression  que  ça  fait  souvent  mouche. 
00:03:40		 この 感覚 を 口 で 説明 する 場合 に 潮 の 流れ と 　 か 　 風 　 だっ 　 たり 　 注意 　 が 　 絡む 　 と 　 一概 　 に 　 言え 　 ない   		Pour décrire ce sentiment avec des mots, c'est comme le courant de la marée. Il  est  difficile  de  se  prononcer  avec  certitude  en  ce  qui  concerne  le  vent  ou  d'autres  facteurs. 
00:03:46		 の で 何 秒 間 に ハンドル 1 回転 と いう 形 で は 　 お 　 伝え 　 する 　 こと 　 が 　 でき 　 ませ 　 ん 　 が 　 ロッド 　 は 　 G   		Ce n'est donc pas en termes de nombre de secondes nécessaires pour que la poignée effectue une rotation complète. Je  ne  peux  pas  vous  le  dire,  mais  la  tige  est  G 
00:03:52		 クラフト の モンスター サーフ 1072TR 　 を 　 使っ 　 た 　 場合 　 に 　 なる 　 ん 　 です 　 けど 　 そこ 　 を 　 すら   		Craft Monster Surf 1072TR Ce  serait  le  cas  si  vous  l'utilisiez,  mais  même  cela 
00:03:57		 ない こと を 前提 に 手元 に ブルブル 感 じゃ 　 なく 　 て 　 優し 　 くっ 　 て 　 言っ 　 たら 　 いい 　 の 　 か 　 分 から   		En supposant qu'il n'y en ait pas, la sensation de vibration dans votre main est... Je  ne  sais  pas  si  je  devrais  plutôt  dire  «  soyez  doux  ». 
00:04:02		 ない です けど 弱々しい ブルブル 感 が 伝わっ 　 て 　 くる 　 くらい 　 の 　 感じ 　 で 　 負け 　 て 　 いる 　 時 　 って   		Je n'en ai pas, mais je perçois une légère vibration. Quand  on  est  en  train  de  perdre,  on  a  l'impression  d'être  sur  le  point  de  perdre. 
00:04:07		 いう の がま レンジ の 兼ね合い も ある と は 　 思う 　 ん 　 です 　 けど 　 この 　 ルアー 　 で 　 一番 　 釣れ 　 て   		Je suppose que cela dépend aussi de la portée. Je  pense  que  ce  leurre  est  le  meilleur  pour  attraper  du  poisson. 
00:04:11		 いる 時 だ と 確信 し て い ます な の で イコール 　 この 　 ルアー 　 が 　 一番 　 いい 　 動き 　 を 　 し 　 て 　 くれ 　 て   		Je suis certain que c'est tout à fait égal. Ce  leurre  a  la  meilleure  action. 
00:04:17		 いる 時 だ と 思っ て い 　 [ 音楽 ]   		Je croyais que c'était à ce moment-là qu'il était là. [musique] 
