Time		Subtitle		Translation
00:00:05		前の動画では磯からの青物の区伊手側の 違い か だっ た ん です けど 今回 の サーフ 5 枚 		Dans la vidéo précédente, je parlais de la différence entre attraper des poissons verts du rivage côté Ide, mais cette fois je vais vous montrer comment utiliser un monstre en visant 5 poissons surf. Ou plutôt du sel 
00:00:27		もっと飛距離を出す方法 それ と サーブ の 高台 の サーブ が なかなか 		Comment prendre plus de distance De plus, il est assez difficile de servir depuis un terrain élevé 
00:00:32		どこに枚目がいるか分からないとかっ ポイント 選ぶ 困っ たり する と 思う ん です 		Si vous ne savez pas où est la balle, vous aurez du mal à choisir le point. 
00:00:37		けどそれのポイントを探し方とかもご紹介 でき た か な と 思い ます はい 		Mais je pense avoir pu vous montrer comment trouver le point. Oui 
00:00:44		それが 投げ 方 を 紹介 しよう と 思い ます 		Je vais vous montrer comment le lancer. Je pense que 
00:00:47		モンスターちょっとは とにかく 飛ぶ よう に でき ます 		Certains monstres peuvent être amenés à voler de toute façon 
00:00:51		雨が投げても 適当 に ない けど も まあまあ 飛 距離 が 出る 		Il ne vole pas correctement même lorsque de la pluie tombe dessus, mais il peut voler sur une bonne distance 
00:00:55		ような 作り に なっ て まし た 		Il a été fait de telle manière 
00:00:59		でけんだったりしてキャスター三兄で フォロワー が 回転 し ながら 飛ん でっ たり し 		C'était dur, donc les lanceurs de sorts et les trois frères ont pu voler pendant que les adeptes tournaient 
00:01:04		たとしてもだいたいその頂点ぐらいで姿勢 が 低く 姿勢 が 制御 さ れ て お 尻 から ちゃんと 		Même si c'est le cas, la posture sera abaissée autour du sommet et la posture sera contrôlée pour qu'elle atterrisse sur l'eau depuis la crosse.Of Bien sûr, ce n'est pas 100%, mais le vol sera corrigé dans une certaine mesure. En gros, il sera utilisé pour 
00:01:25		ただし長めのキャストですねぇー 		Cependant, c'est un lancer long 
00:01:33		着水は gear 2はちゃんとスクール を 		Lors de l'atterrissage sur l'eau, le train 2 doit bien maintenir l'école et relâcher la ligne 
00:01:40		じゃないと 失速 する 時点 で 糸ふけ が 		, sinon la ligne calera et 
00:01:46		出ますから結局系が出てしまうと横に 引っ張ら れる と か も ある ん です けど 		des pellicules sortiront, donc si le système finit par sortir, il peut être tiré sur le côté, mais 
00:01:50		着水してからの 店舗 が 送れる ん です よ ね 		le magasin après l'atterrissage peut être envoyé 
00:01:55		なので着水する時にはもう糸糸フケをを 極力 抑え て おい て 		Par conséquent, au moment où vous atterrissez sur l'eau, il est idéal de minimiser autant que possible les pellicules de fil. 
00:02:02		それも着生者はすぐにスタートできるよう に し て おく の が 理想 です 		De plus, il est idéal que le colon puisse démarrer immédiatement. 
00:02:09		レイキの鍵型こっちでもできますし こっち の 		Vous pouvez utiliser ici une forme de clé Reiki, ou vous pouvez la tenir avec votre main gauche et l'autre main. 
00:02:21		人差し指でああ 抑える 曲 が あっ たり する わけ 		C'est pourquoi il y a des chansons où vous le maintenez enfoncé avec votre index. 
00:02:25		それはそれでいいですね 		C'est bien. 
00:02:31		り特権を極力出さないというのが注意し ます 		Je fais attention à ne pas utiliser ce privilège autant que possible. 
00:02:38		ですねモンスターショットの利点 圧倒 的 な 飛 距離 		C'est l'avantage du tir monstre. Distance de vol écrasante. 
00:02:44		もうサーブで使うんだったらモンスター ちょっと 運 と メタル ジグ が 打ち ゲート 		Si vous comptez l'utiliser pour un service, vous pouvez utiliser le monstre, un peu de chance et un gabarit en métal pour frapper la porte. 
