Time		Subtitle		Translation
00:00:09		こんにちは。シバスルアロボです。 お 		Bonjour. Voici Shibasuruarobo. Oh 
00:00:12		皆さん夏がやってきましたね。 はい。 		L'été est arrivé, tout le monde ! Oui. 
00:00:15		はい。というわけで、え、ま、日も長くなって、え、釣りに行くこともね、ま、まだ夏も本番っていうわけの暑さじゃないと思うんで、 [音楽] 		Oui. Alors voilà, les jours rallongent et je ne pense pas qu'il fasse encore aussi chaud qu'en plein été, alors je pense aller pêcher. [musique] 
00:00:23		まだ釣りしやすい時期かなっていう感じたと思うんです。なんでね、アングラの皆さん、今が釣り時きですよ。 		Je pense qu'ils estimaient probablement que c'était encore une bonne période pour la pêche. Alors, à tous les pêcheurs clandestins, c'est le moment d'aller pêcher ! 
00:00:30		はい。はい。 ということで、えっとね、ま、ルアってね、もうせ、今日本中だけで見てもルアメーカーさんですらもう数えきれないぐらいあって 		Oui. Oui. Alors, voyez-vous, en matière de leurres, il y a tellement de fabricants de leurres rien qu'au Japon qu'il est impossible de tous les compter. 
00:00:40		うん。 もう、もうルアーの種類なんかで言ったらもう本当膨大じゃないですか。 		Ouais. Le nombre de types de leurres différents est tout simplement énorme, n'est-ce pas ? 
00:00:44		うん。 そんな中でもやっぱりもう年の名作ルアーっていうのがあるわけですよ。 		Ouais. Même parmi tous ces leurres, certains sont incontestablement considérés comme des chefs-d'œuvre de l'année. 
00:00:50		もうかこたる。 長力バーン釣れる力。 [叫び声] 		Je me sens déjà dépassée. Une  puissance  durable  pour  attraper  du  poisson.  [Crier] 
00:00:53		うん。力ね。 うん。かこたる力を持ちし 		Ouais. Force. Ouais. Doté d'une grande puissance 
00:00:56		[鼻息] うん。 		[renifler] Ouais. 
00:00:57		あの、もう名作ルアーっていうのがあると思うんですね。 うん。 		Je pense qu'il existe des leurres considérés comme des classiques. Ouais. 
00:01:00		で、そういうルアーをやっぱりね、新しいルアーが出てきても 		Et même lorsque de nouveaux leurres sortent, 
00:01:04		うん。 その名作ルアっていうのはやっぱり釣れるんですね。 		Ouais. Ces leurres classiques sont vraiment efficaces pour attraper du poisson, n'est-ce pas ? 
00:01:07		はい。はい。 じゃ、それはなぜ釣れるのかっていうのをね、 		Oui. Oui. Alors, pourquoi pêchent-ils ? 
00:01:10		え、僕らなりの考察を皆さんにお伝えしていきたいと思います。 		Très bien, nous aimerions partager avec vous nos propres réflexions et observations. 
00:01:14		はい。 それではやってきます。 		Oui. On y va. 
00:01:16		招待。 		invitation. 
00:01:19		はい。というわけで、ま、ルアー、シーバスルアってめちゃくちゃあるんですよ。 		Oui. Alors, eh bien, il existe une multitude de leurres, notamment pour la pêche au bar. 
00:01:23		うん。 ま、そのシーバスに限らずね、ま、シーバスに流用できるじゃないですか。バスミ能とかでバスのルアーとかさ。 		Ouais. Eh bien, ce n'est pas limité au bar, mais on peut l'utiliser pour la pêche au bar, n'est-ce pas ? Comme les leurres pour la pêche au bar. 
00:01:29		うん。 あと、ま、ルアーがあるけどさ、どれも別に、ま、バス用とかシーバス用とかっていう売られ方はしてるけど、サーフ用とかね。 		Ouais. Il existe aussi des leurres, tous vendus comme étant destinés à la pêche au bar ou au bar commun, mais il en existe également pour la pêche en surfcasting, etc. 
00:01:38		でも全部ね、別にフィッシュタにはね、はまるんですね。 うん。 		Mais en fait, j'aime vraiment tout ça. Ouais. 
00:01:41		だからもうルアーは全部同じなんです。 うん。 		Donc, fondamentalement, tous les leurres sont les mêmes. Ouais. 
00:01:44		その中でもやっぱ釣れるルア、釣れないルア何が違うんだろうっていう 		Parmi eux, je me demande quelle est la différence entre les leurres qui attrapent du poisson et ceux qui n'en attrapent pas. 
00:01:48		[音楽] 俺は気づいたわけですね。気づいてはないけど疑問に思ったわけですよ。 		[musique] Je m'en suis rendu compte. Je ne m'en étais pas rendu compte à l'époque, mais cela m'a fait réfléchir. 
00:01:51		うん。うん。 [笑い] 		Ouais. Ouais. [rire] 
00:01:54		はい。はい。 なので、え、ま、今日はその中でもシバスルアーとカテグライズ、カテグライズされてるものの中でも、 		Oui. Oui. Alors, aujourd'hui, nous allons nous concentrer sur la catégorie des leurres pour le bar, et parmi ceux-ci, 
00:02:04		え、特に、ま、やっぱこれは名作だよねっていうルアをいくつか 		Eh bien, en particulier, il y a quelques leurres que je qualifierais sans aucun doute de chefs-d'œuvre. 
00:02:07		[音楽] ね、これから何週間に渡って、 		[musique] Donc, au cours des prochaines semaines, 
