Time		Subtitle		Translation
00:00:09		こんにちは。シバスラアルボです。 あ、		
00:00:11		さあ、いよいよやってまいりました。 何が		
00:00:15		シーバスミのナンバーワン決定戦。 はい。		
00:00:18		イエーイ。イ ということで、えっとね、我々のこれ最初に言ってきます。		
00:00:23		うん。 この動画は我々の独断と偏見で		
00:00:27		はい。え、シーバスミ能、		
00:00:31		シーバス釣りに我々が用たことがあるミ能、		
00:00:35		これのナンバーワンを決定する動画でございます。 なるほど。		
00:00:38		はい。 はい。		
00:00:39		いやあ、この日がね、来ると思わなかったわ。 はい。		
00:00:42		はびた。 うん。		
00:00:43		はい。というわけで、え、今日ね、あの、ま、この動画を撮る前に		
00:00:48		色々と準備をしてきたんですけれども うん。うん。うん。		
00:00:51		はい。 えっとねえ、ま、色々悩みに悩んで最終		
00:00:56		4つまでに絞ってきました。 なるほど。		
00:00:58		うん。これはあの、そのね、世間の声は聞いておりません。		
00:01:02		[音楽]		
00:01:04		うん。 わしわしの我々のし [笑い]		
00:01:09		ラーメンラーメンみたい。え、これふりとしてはもうもう本当にミノ [音楽]		
00:01:15		ミノもうミノ。 あ、		
00:01:17		あの、ま、シャローランナーは弾いた。 うん。		
00:01:19		シャローランナーシャローランナーでやりたいなと思って はい。はい。 たんけど		
00:01:22		なるほど。 ま、フローティングとかサスペンドとかチンキングとか		
00:01:25		うん。[音楽] あとその潜っていくレンジとか		
00:01:28		うん。 あのロングビル系の		
00:01:31		ダイブアサシンとかみたいなよく潜る系とかシャッド系とかそういうのはもう一切考慮してない。もうミノです。		
00:01:37		うん。うん。なるほど。 リップレスでやろうがなんだろうが。		
00:01:40		はいはいはい。 ま、ある様なシャロランナー以外のミノです。		
00:01:44		うん。 これらの中で、え、ナンバーワンが今日決まりますから。		
00:01:47		なるほど。 わかりました。		
00:01:49		はい。 楽しみにね、皆さんが是非じり着くように		
00:01:52		見て欲しいなと思います。 じゃあ早速		
00:01:54		やっていきます。 ショタイム。		
00:01:58		はい。 はい。じゃ、とりあえず、え、ノミネートした選手たち、		
00:02:02		え、ちょっと1 人ずつ見ていきましょう。うん。		
00:02:04		何名? え、えっと、 4		
00:02:05		名まで絞りました。だからここにベスト 4、 4 皇がいますね。		
00:02:09		はい。なるほど。4皇ね。 うん。		
00:02:11		あ、そうやな。これ1 位決めるって言ってしまったけど、		
00:02:13		もうこいつら全員ナンバーワンだ。うん。うん。なるほど。 だからもうこれが、これがミノ		
00:02:18		4です。 なるほど。 4。		
