Time		Subtitle		Translation
00:00:08		こんにちは。シバスルアラボです。 こんばんは。		
00:00:11		はい、こんばんは。え、皆さん、え、前回の引き続き、これ前回なんかな?		
00:00:16		はい、前回かもしれん。[音楽] 前回かもしれし、前回じゃないかもしれんけど、まあ今回も、え、引き続きね、深掘り考察、		
00:00:23		シーバスに関する深掘り考察というのをね、ま、僕らの事論を語りながらやっていこうと思うんですけども、		
00:00:29		え、ま、今回のテーマなんですけども、 あの、皆さんシーバス		
00:00:33		3やってて経験ないですか? なんか前評判ではもう入れ食いやでみたいな。		
00:00:39		もうこの日、もうこの潮回周りここに行ってみって。もうもうめっちゃ釣れるでって。		
00:00:43		何投げたって釣れるんやからみたいな感じで行って 1		
00:00:46		投目 釣れました。う		
00:00:48		わ、本当や。釣れるやんてなったらもう		
00:00:52		2 投目以降沈黙とかさ。		
00:00:54		うんうん。 ま、初場所でもそうよね。あ、めっちゃここ雰囲気あるっちゃんね。いいやんて。		
00:00:58		うん。 言って投げたら 1		
00:01:00		投目やっぱり釣れたやんけって。やっぱり釣れますやん。俺の目に来るようなかった。		
00:01:06		うん。 さあ、これからも次も続けって投げたら		
00:01:10		ふんふん。2等も1 個沈黙とかよくあると思うよね。		
00:01:14		これあるあるやと思うよね。 はい。		
00:01:16		シーバスあるある言いたかったよね。 うん。		
00:01:19		ま、そのそういう経験って皆さんもちろん長い釣り人生の中であると思うんですけどはい。		
00:01:23		まあ今最近始められた方はそういう経験絶対今後あると思うんですよ。		
00:01:27		うん。うん。 でね、俺らなりになんでって		
00:01:31		うん。1 匹釣ったらと釣れなくなる現象ってなんでって		
00:01:36		思わけよ。 で、ま、そのある説によるとシバスってあのルアーに食うのが		
00:01:43		うん。 ま、全体の 10% ぐらいなもんで、		
00:01:46		水の中覗いたらたくさんいるよみたいな うん。うん。		
00:01:48		がなんか説としてあったりもするわけで うん。うん。		
00:01:51		その説をね、仮に正しいとするなら、 ま、でもそれ正しいやろね。実際にカメラ突っ込んで見たとか言ったような気がする。		
00:01:56		うん。 で、俺も Go Pro		
00:01:58		突っ込んだり、あの、水中ドローンで見たりとかしたことあるんやけど、やはりおるんよね。		
00:02:02		うん。うん。で、そん中から、ま、1 投目で食ってきたってことは		
00:02:06		おじゃあ結構状況いいんじゃないかって思うのに釣れなくなる。		
00:02:11		うん。 だからそれはなんでなんだろう。		
00:02:15		[笑い] 考察やろだって今回。うん。		
00:02:19		そう、そう。ていうところで、え、じゃあ何が要素として考えられるんだろうっていうところを考えていこうと思います。うん。		
00:02:25		それでやっていきます。		
00:02:31		はい。[笑い] うん。		
00:02:34		はい。じゃあまずはなんでと思う?		
00:02:39		ま、色々パターンはあるやろね。 うん。		
00:02:42		ま、単純にあの、もう場が荒れちゃうっていう。		
00:02:45		そうね。そうね。 結構夜やったらさ、 [音楽]		
00:02:48		取り込みでライトつけてなんかビカビカ照らしてウェイみたいな。		
00:02:52		あ、ああ。それで逃げるとかね。 あとはなんかウェイディングであのランディングに手こずってジャパジャバジャパジャパジャバジャバジャバして		
00:03:00		なんなんかおるかもって波動がね、遠くから波動が聞こえて		
00:03:03		とかっていうの考えられるよね。うん。うん。 あとはそのファイトで単純に荒らして		
00:03:08		うん。 その LINE		
00:03:10		上を荒らしてきてしまうっていうパターンもある。夜け夜け犬け言われるのがうん。		
00:03:14		あの手前から手前から打ちましょうみたいな。 そうね。		
00:03:17		手前の魚から取っていこうね。 うん。		
