Time		Subtitle		Translation
00:00:00		はい、皆さんおはようございます。エアコ の 中 です 。 さあ 、 今回 は ね 、 え 、 久し ぶり		
00:00:04		の広報出場シリーズとして宮県の方にやっ て き て おり ます 。 ちょっと 週末 ね 、 え 、		
00:00:09		首都会やら展望イベントやらがあるので、 その ついで に ね 、 今回 は 宮 県 で 、 え 、 しば		
00:00:15		狙ってみたいと思います。でね、状況的に は ちょっと 地元 の 方 に 聞く と ね 、 結構 概要		
00:00:19		のベイトに引っ張られて川はちょっと厳し いっ て いう こと な ん です けど 、 ま 、 なん と		
00:00:23		かね、1匹魚をひねり出せるように今日と 明日 と ね 、 2 日間 で 頑張っ て み たい と 思い		
00:00:27		ます。 で は よろしく お 願い し ます 。		
00:00:33		まずはマスターピース の		
00:00:39		SLからやっていきましょう。		
00:00:45		なんだ、なんかちょっとベイトがおるぞ。 夜 の うち に ちょっと 雨 降っ た ん か な 。		
00:00:54		なんかちょこちょこ水面ざついてんの。 あれ ボラ か 。		
00:01:01		朝まズめのローライトの内に色々探っとき たい よ ね 。 [鼻息]		
00:01:08		ダップライジングの重たい方70の方です ね 。		
00:01:16		水深とボトムの感じを		
00:01:26		あ、そんなめちゃめちゃ深くはないな。 3m ちょい ぐらい か 。 [鼻息]		
00:01:42		下から1mぐらいをやってるイメージ。		
00:01:56		今日はフライハイ風アRのフライハイS 100 ML 。 ま 、 今回 河流 駅 で の 釣り が		
00:02:05		多いやろなっていうところで、ま、海遊も 見据え て 長 さ が あっ て かつ 、 ま 、		
00:02:13		ジャーキングとかそういう動かす釣りもね 、 多く なる で あろう て とこ から この モデル		
00:02:17		にしました。		
00:02:22		ま、もちろんね、カーボン100%になっ た りってのもね 、 ある ん や けど 、 ま 、 使用		
00:02:27		感的なところで言うと、ま、ウェイトがね 、 まず 軽く なっ た から 使える リール の 、 ま		
00:02:32		、幅広がったし、この振り抜いた時の 気持ち よ さっ て の も ね 、 明らか に 向上 し て		
00:02:40		ます。あとはボトム感度とかね、今やっ てる バイブレーション の ボトム の リフト		
00:02:44		アンドフォールとかも、ま、着定した時の 感度 と かっ て の も 良く なっ てる し 、 ま 、		
00:02:50		相対的になんか全ての項目が一回り使い やすく なっ た な と いう イメージ です ね 。 ま		
00:02:56		、振り抜くスピードもね、やっぱり上がっ てる と 思う から その 分 飛 距離 も 伸び てる		
00:03:01		だろうし、あんまり10ftのね、MLで こう やっ て 差 を 縦 に は 扱い ながら リフ の		
00:03:06		フォールするのってまあまあしんどいんや けど 全然 やれ ちゃう もん ね 。		
00:03:16		さあ、まずはビットVで 広く 探っ て いき ましょう 。		
00:03:26		流れが早いんで ビット V で オートム 取れる か 。 全然 取れる		
00:03:31		わ。		
00:03:35		ア線の火流域 ビット V で 広く ボトム ちょっと 寝ちっ て		
00:03:42		ちょっと水深とか流れの速さ見ながら アップ ライジング 入れ て み たり [鼻息]		
00:03:48		ラックブ入れてみたり		
00:03:54		プラの アップライジング 70 の ヘビー ウェイト		
00:04:00		これぐらいのウェイトの方がちょうどいい ん ちゃう か 。		
00:04:13		アップライジングの方がロッドアクション つけ た 時 に 結構 左右 に ダート する から		
00:04:19		ボトム周辺を左右に跳ねさしながらあまり レンジャげ ず に		
00:04:38		え、やば。割引かかるわこ。 お 、 なん か 食っ た 。		
00:04:46		あ、バれた。ま、しばさったよね。 [笑い]		
00:04:50		バレた。ちくしょ。バれちまったぜ。		
00:04:58		本当根がかり外した瞬間やったな。 あの 辺 なんか ベイト おる し 。		
00:05:05		ちょっと朝なってるわ。ここだけ。		
00:05:19		ちょっとボトムがガチャガチャしすぎてる から リフット &ンド フォール の ピッチ を		
00:05:24		上げてギリボトムすらんぐらいで		
